"","chr","pos","lod"
"umc1454","2",1480.32,10.3503324141639
"psr922b","2",1483.92,10.5132383626369
"isu89","2",1484.02,10.49876538836
"gpm653a","2",1484.91,9.66928473006192
"psr666","2",1485.22,8.17543150832171
"umc1635","2",1485.82,8.17539564055005
"gpm918","2",1485.83,8.17539593972651
"gpm141","2",1485.84,8.17539551327172
"zpu1","2",1486.03,8.17539546812986
"gpm820e","2",1486.04,8.1753955357799
"AY107012","2",1486.05,8.17921377005769
"umc1922","2",1486.24,8.18755960635826
"IDP467","2",1486.46,10.4583158619789
"gpm835c","2",1486.73,10.4444569228017
"IDP363","2",1486.85,10.4311747474094
"IDP631","2",1486.86,10.4311748148448
"IDP488","2",1486.88,10.4303842143545
"IDP183","2",1487.06,6.56708230581171
"mmp119","2",1487.55,6.67052510588292
"IDP592","2",1487.58,11.1169788295083
"IDP383","2",1489.38,11.4840411193545
"gpm221a","2",1489.46,11.4849852470124
"AY109687","2",1490.05,19.4543543084073
"gpm361","2",1491.45,15.9944009053524
"gpm751","2",1491.46,17.1507066773665
"gpm749","2",1491.52,22.2126278898068
"AW681281","2",1493.46,26.4166941268522
"ns1","2",1493.71,11.3085637632721
"IDP4025","2",1493.91,11.3078630745295
"csu1080b","2",1495.66,8.83707754322859
"AY111877","2",1497.66,9.88824919923536
"umc2110","2",1498.56,12.0729683879035
"mmc0401","2",1499.66,12.0793444278715
"umc2252","2",1500.16,12.9201186364826
"gpm91","2",1502.26,9.14427700997476
"npi297","2",1508.26,9.93486003197177
"pbf1","2",1509.16,9.85552670940342
"bnlg1831","2",1509.86,9.85496000926832
"umc1079","2",1510.36,9.85605641743496
"bnlg1036","2",1514.56,6.0567390487613
"IDP825","2",1514.63,6.13540292563994
"IDP2559","2",1515.13,6.14599466224718
"umc1658","2",1516.36,6.01934845802134
"gpm606a","2",1516.73,6.02966341997308
"gpm695","2",1516.74,6.02955597730579
"gpm117e","2",1517.32,9.19127635833684
"gpm106c","2",1518.06,9.19388216811967
"umc2178","2",1518.47,8.35884017101307
"gpm769","2",1519.57,7.77065382424553
"umc2254","2",1519.77,3.55517546597912
"agp1","2",1519.97,3.23234171397235
"gpm620a","2",1520.02,3.23234784815941
"bnlg1138","2",1520.27,3.2330429862177
"gpm329b","2",1520.66,3.23254024828384
"umc1080","2",1521.07,3.23398165936669
"AY109981","2",1521.87,3.23983415740622
"umc1004","2",1522.87,6.04733747177124
"gpm482","2",1523.24,6.05430277599044
"sdg119","2",1525.77,6.39879112818198
"IDP866","2",1528.42,3.5166323448866
"IDP2141","2",1528.43,3.51671198799886
"IDP3909","2",1528.71,3.51992825580055
"IDP3872","2",1531.82,4.88424515632869
"umc1108","2",1542.58,3.7410600196672
"IDP616","2",1546.98,9.83733093870615
"gpm788b","2",1548.11,9.83490138920024
"AI861369","2",1548.48,7.68482889904953
"gpm662a","2",1548.49,7.69015347886125
"bcd926b","2",1550.39,7.6798141110703
"php20005","2",1552.49,16.3526481207246
"umc2129","2",1555.19,4.74785986336974
"mmp177b","2",1557.69,14.572582263394
"gpm788c","2",1559.42,13.320675148705
"gpm360a","2",1565.48,24.2646166885679
"gpm307b","2",1566.71,18.3682681561313
"gpm566c","2",1568.03,17.1501366441553
"gpm617","2",1568.13,16.8509228622024
"AY110410","2",1568.99,6.25436199249634
"gpm59c","2",1569.53,10.0347164675077
"gpm622c","2",1569.83,2.1740845223303
"gpm89b","2",1570.22,0.769980317820227
"gpm230","2",1570.8,0.816486716250438
"IDP1679","2",1574.85,7.26580715556338
"nfc104b","2",1576.91,2.85055689171895
"gpm565a","2",1580.61,2.79220202468423
"gpm409a","2",1581.07,2.78139245930106
"nfd101b","2",1581.78,2.77478044704912
"gpm178a","2",1586.46,1.8518788235142
"AY109917","2",1593.29,0.0925573542735947
"IDP456","2",1593.67,0.0977932365258312
"gpm507","2",1596.5,0.980325163751331
"IDP309","2",1597.04,0.939355982809502
"bnlg1633","2",1597.3,5.47875982207734
"IDP3824","2",1599.45,1.93377813806364
"IDP364","2",1601.85,6.63470468025662
"AY109722","2",1602.79,6.62662841525344
"IDP1657","2",1604.48,2.94013211098354
"umc36b","2",1613.99,3.04712941338767
"chr119","2",1615.49,3.13067419508661
"bnlg2077","2",1615.89,3.30184206289232
"psr135b","2",1618.99,1.80029029277466
"IDP3864","2",1619.23,1.83629437411219
"gpm830a","2",1619.28,3.64806936971036
"sdg116b","2",1619.36,3.63868969798023
"asg20","2",1619.79,3.63997450026
"gpm609b","2",1619.88,3.74630489083938
"gpm576a","2",1619.89,3.74626774575881
"IDP660","2",1620.62,1.24164592582019
"umc1049","2",1621.79,1.23794624505172
"IDP485","2",1623.1,2.69994436333036
"bcd808c","2",1637.19,9.21790490944295
"gpm613","2",1639.04,12.9988510858566
"mmp84","2",1639.39,16.6794542462085
"IDP3963","2",1644.93,8.16119859274295
"IDP2477","2",1646.38,5.51313439284604
"IDP3918","2",1647.97,15.5717675072228
"AY109583","2",1648.49,16.1800785962732
"bnlg1233","2",1650.29,16.0196396981773
"umc137a","2",1650.69,15.970609566677
"chr122","2",1653.69,14.0419061533175
"AI668346","2",1656.89,11.2163727551633
"gpm683c","2",1662.95,21.2298188957229
"IDP204","2",1667.72,13.1635325120114
"IDP136","2",1667.73,13.0637406670903
"hag104","2",1668,6.25996529892109
"bnlg1316","2",1670.3,7.2512361335157
"bnl6.20","2",1670.9,7.33501890274238
"gpm380","2",1675.48,4.53011492905171
"gpm756c","2",1677.15,8.04814301828083
"npi210","2",1677.6,6.44996687908497
"chc101b","2",1678.01,11.4217226381097
"mmp137","2",1678.2,11.4279337926491
"AY109645","2",1679.9,11.4448373519335
"IDP633","2",1682.57,2.68721537506099
"IDP157","2",1683.32,2.68575592958223
"IDP785","2",1685.32,21.9706866887609
"umc2085","2",1685.5,21.970351829028
"IDP1674","2",1687.81,21.9002541343598
"npi113b","2",1689.2,21.9031381987388
"npi298a","2",1689.4,21.9030767228269
"umc1633","2",1689.6,22.0221543601365
"AY109575","2",1693.8,17.6386120378102
"IDP469","2",1694.36,7.9858244275274
"IDP176","2",1702.94,7.9216122175385
"mmp34","2",1703.6,7.20305631936208
"mmp138","2",1707,6.11421598762718
"gpm235a","2",1707.08,6.11760694073018
"psr119b","2",1707.1,6.11835267163951
"gpm728b","2",1708.17,6.43715011918357
"mmc0381","2",1713.5,20.4966002805704
"gpm123","2",1713.89,17.6780359874756
"bnlg1746","2",1714.7,17.6798262147677
"gpm807","2",1715.03,17.1912550067791
"isu115","2",1716.3,9.95625011902848
"isu91b","2",1716.5,9.95578561962247
"bnlg1940","2",1718.7,7.64081590870592
"gpm574b","2",1718.71,9.09113903884463
"IDP1450","2",1719.09,8.48348800842359
"psr144a","2",1720.6,8.4598003691226
"psr144c","2",1722.2,8.54273272492719
"gpm16","2",1724.32,4.74303837159823
"gpm922f","2",1730.59,2.6669943981633
"IDP2565","2",1730.98,2.49577813240285
"umc49a","2",1732.6,2.63120230720415
"IDP193","2",1732.64,5.56213727524482
"IDP143","2",1734.77,5.97391225547472
"gpm487","2",1740.85,8.07881184236612
"umc1256","2",1741.8,6.00302969593758
"umc1252","2",1742,6.00334909109552
"AY109592","2",1742.7,9.24758025339543
"gpm365a","2",1747.28,8.35246906068096
"gpm858d","2",1772.97,6.58874644512616
"IDP610","2",1774.42,19.2175989190891
"gpm346c","2",1774.56,19.2177500946382
"IDP114","2",1775.91,21.5488299387343
"gpm717a","2",1783.87,17.2208258999563
"gpm466b","2",1784.29,19.1432676253171
"gpm383c","2",1786.85,14.7560318965498
"bnlg469b","2",1791.2,10.0841587937412
"bnlg1893","2",1795.9,8.65217423260219
"IDP171","2",1800.58,3.74312762521549
"umc36a","2",1802.2,21.3192743091131
"gpm281a","2",1806.55,1.5197337382815
"gpm619","2",1810.76,0.491272521818246
"IDP661","2",1816.2,0.111254529996586
"AY110389","2",1822.9,0.979767993989299
"IDP1944","2",1826.25,0.446488108700578
"gpm325c","2",1829.7,0.414240936757778
"gpm442a","2",1829.98,3.60999036775866
"umc2184","2",1833.5,1.83034019420484
"mmp183","2",1835.7,1.34883925782378
"gpm926i","2",1840.56,7.7471482957244
"bnl17.14","2",1843.6,0.54090292653018
"lim104","2",1847.6,0.0249963994519931
"chr106b","2",1849.2,0.692569489781818
"nfa103b","2",1849.21,0.692635883431649
"ufg55","2",1852.11,5.39162436634069
"AY109586","2",1854.21,18.1578411468872
"umc1696","2",1857.41,2.00865415980843
"AY106674","2",1866.13,0.236272009802633
"AY111236","2",1866.41,0.0120465700347268
"gpm257n","3",1870,3.73166715533443
"IDP125","3",1870.7,6.86724703188156
"gpm916d","3",1870.9,0.502052623200143
"umc2118","3",1871,0.506161892781165
"umc1931","3",1875.6,0.504967464463334
"umc1746","3",1877.1,0.508864619234373
"gpm257s","3",1878.5,3.52854634146024
"umc1780","3",1881.2,0.606047597086217
"AY106313","3",1881.4,0.605485793776097
"bnl8.15","3",1881.41,0.605500488114558
"IDP703","3",1883.43,0.61814967223836
"IDP394","3",1890.52,0.892537539059049
"umc1394","3",1891.81,0.29189767050957
"umc1970","3",1898.21,2.20319995630234
"IDP3785","3",1898.48,1.52159790342921
"umc2071","3",1899.21,1.52208501787754
"asg64","3",1899.61,1.52747404595721
"mmp158a","3",1901.81,1.52286109447232
"AY112199","3",1904.79,1.52045131817249
"umc1892","3",1905.51,0.599332102705375
"php20905","3",1907.21,0.359705630016833
"umc2049","3",1908.71,0.346692122469904
"mmp38","3",1912.61,2.21724436618206
"gpm668e","3",1912.81,0.994663282321198
"umc121","3",1924.31,1.6088077659424
"gpm713","3",1926.77,0.0977955266607751
"asg30c","3",1928.01,0.413395679357563
"csu32a","3",1930.01,0.677027910673132
"umc1458","3",1937.21,0.0644840451659547
"gpm770","3",1938.67,0.041132473243124
"gpm336b","3",1938.92,0.0703104180865921
"IDP3906","3",1942.08,0.0184701483685785
"bnlg1325","3",1943.28,1.03796456286545
"bnlg1144","3",1947.01,2.48893495743869
"gpm783","3",1953.62,1.97984408536286
"gpm854","3",1960.35,19.5507834607488
"gpm648","3",1965.41,0.135045001759863
"bnlg1647","3",1973.31,1.28480014496927
"lim66","3",1994.81,0.963192421084386
"umc2258","3",1997.81,0.0703588017931907
"bnlg1447","3",1999.41,0.0696150984149426
"umc2259","3",2001.71,0.0943616557615314
"mmp79","3",2009.31,17.2627158253235
"gpm547a","3",2010.18,10.9017626723962
"mmp186","3",2015.31,6.66099575935186
"gpm580b","3",2017.5,3.30002107127984
"gpm423a","3",2017.7,3.29086564947465
"asg48a","3",2022.71,7.65936524850258
"bnl8.35a","3",2023.41,7.5839676441974
"npi276a","3",2024.01,13.3531511491146
"uaz159b","3",2027.31,10.5105639431404
"umc1030","3",2029.01,9.78078398645994
"gpm810a","3",2029.72,11.7465742261174
"gpm420c","3",2031.65,2.27498255108731
"umc1772","3",2033.51,2.19892852294834
"npi446","3",2033.81,3.16802444062523
"IDP697","3",2033.83,0.416277118911239
"umc2000","3",2036.91,11.0583887017037
"umc1608","3",2038.01,4.0444436452799
"gpm320d","3",2040.36,1.58998250371405
"umc2158","3",2046.61,1.54399431396087
"umc1495","3",2047.41,1.57051153321117
"nfc104c","3",2050.23,2.18308125966178
"umc1392","3",2051.11,3.03161838928281
"umc2033","3",2051.71,1.29805251074686
"IDP1475","3",2053.06,0.84867473911072
"IDP1455","3",2053.07,0.848679450975396
"haf101","3",2053.51,2.2785483007774
"psr754b","3",2056.02,3.4513336327891
"umc1742","3",2059.02,3.19635322611612
"umc2117a","3",2060.22,2.67943874651974
"IDP2374","3",2060.23,1.84594133712926
"bnlg1113","3",2060.83,3.19683214058205
"IDP1460","3",2061.13,1.46053252597812
"gpm780a","3",2061.63,1.734049227578
"IDP154","3",2062.05,1.73385747566499
"bnlg1638","3",2063.13,7.34835856907375
"gpm289a","3",2063.66,0.350894922710722
"mmp144a","3",2066.93,1.85467832898939
"mmp36","3",2073.43,2.04652290089143
"IDP94","3",2075.63,0.79697255078645
"IDP2443","3",2080.43,1.13522656745954
"mmc0312a","3",2082.73,6.57244731373794
"umc1908","3",2083.63,2.46441397191847
"npi247","3",2083.83,0.0845118895067571
"php20509","3",2084.73,0.0943963761128543
"ufg44","3",2084.93,0.0454638404789875
"mmp69","3",2085.63,0.0759199365529639
"AY109870","3",2089.53,0.483381951920819
"AY107193","3",2093.03,1.87810657550108
"gpm210","3",2093.05,1.87758975098404
"IDP370","3",2093.39,1.88618438458616
"gpm598","3",2093.46,3.81208520211294
"rz382a","3",2094.13,1.38120562006043
"bnlg1816","3",2096.93,0.0542204326538922
"umc2263","3",2097.83,5.58039689726138
"umc1504","3",2098.23,0.636113305246909
"mmp29","3",2098.53,0.629944697084284
"rz244b.d","3",2100.13,5.03730998849642
"IDP2431","3",2101.53,2.7999980783643
"umc1900","3",2102.43,0.504806421637113
"gpm462","3",2102.66,0.505633471500914
"umc1223","3",2104.43,2.86424959212854
"gpm236","3",2106.02,3.14764288529113
"gpm509","3",2106.67,15.3956809379251
"gpm267","3",2107.77,7.47882562740961
"AY110403","3",2108.13,7.32992034523704
"gpm766","3",2109.71,9.03705625647672
"chr110a","3",2109.97,2.98462831702636
"gpm848a","3",2110.11,12.8156999444273
"gpm639","3",2110.33,1.80785190195093
"AY110297","3",2114.73,1.69284933396557
"IDP2576a","3",2117.37,2.94478061726113
"IDP3771","3",2117.53,1.24946473732416
"IDP2435","3",2117.76,2.65388678813179
"umc1968","3",2120.43,2.45240541111707
"AY111333","3",2122.57,2.47672606896049
"AY110151","3",2124.63,2.67989303381728
"umc1920","3",2128.43,3.37634040197554
"php20511","3",2130.33,3.24283080037094
"umc2264","3",2131.13,2.64781076872532
"umc1449","3",2139.43,1.65018784023232
"gpm515b","3",2143.48,1.13631321838693
"hac101a","3",2146.63,10.4592079625872
"umc1527","3",2149.33,6.12761085426428
"umc1773","3",2150.43,1.49246386677623
"psr628","3",2150.63,2.58232028424754
"jpsb527a","3",2153.93,2.0413119962941
"gpm835e","3",2156.26,13.3066288683603
"IDP1693","3",2158.96,4.33874436756378
"umc2002","3",2160.63,1.27983198780021
"IDP685","3",2161.53,1.48113719784669
"IDP288","3",2162.9,1.95021244696363
"gpm150a","3",2163.32,1.94957326079566
"gpm332","3",2165.42,12.9988310937842
"gpm542a","3",2166.02,16.8706425230848
"umc102a","3",2167.93,10.6888992919503
"umc1174","3",2169.23,8.23715840581644
"umc1600","3",2171.03,1.29751078178924
"IDP869","3",2171.1,1.2954253937969
"mmp80","3",2173.73,2.3046797038005
"IDP138","3",2175.2,0.0363824053583812
"umc1693a","3",2175.83,0.163557572068385
"bnlg1601","3",2176.13,6.70774109342528
"gpm829","3",2176.75,8.27321838135867
"IDP1698","3",2177.2,3.18128945829085
"IDP1433","3",2177.79,5.63054667736105
"gpm158","3",2177.9,5.63022931878004
"rz296b","3",2179.53,5.67846664132412
"gpm297","3",2181.77,6.4496970446653
"gpm140","3",2181.89,6.27901360406395
"gpm28b","3",2182.01,6.27867403535311
"gpm215","3",2182.71,6.67380146029791
"gpm859","3",2182.72,6.66144398052529
"chr109b","3",2182.84,6.47130678564099
"umc1102","3",2182.85,6.45208474525862
"gpm628","3",2182.99,6.45236367779944
"gpm271","3",2183,6.45227643471844
"bnlg1035","3",2183.46,11.511340045945
"AY110352","3",2185.46,11.9104358006934
"gpm110","3",2185.47,12.0425129871273
"mmc0022","3",2188.27,12.4917456219537
"php20508","3",2188.47,12.6411052934036
"umc1167","3",2189.27,11.7006072257409
"gpm24","3",2194.59,3.71574017404964
"gpm847","3",2194.6,3.71503739186301
"IDP4031","3",2195.19,3.68579266141569
"umc1501","3",2195.48,2.95539684808136
"IDP474","3",2195.49,2.95539554677453
"AY112215","3",2196.29,11.4732203774001
"IDP3883","3",2196.77,9.58333311826937
"IDP2414","3",2197.1,3.85238683278658
"psr119a","3",2197.99,4.31588265273058
"gpm370","3",2200.06,5.09024166561539
"cdo105","3",2200.69,5.31761206086958
"AY111507","3",2201.39,5.36422011577815
"AY111541","3",2204.69,5.64166338242649
"IDP277","3",2213.88,0.920893590202468
"umc26a","3",2214.29,0.922129724574916
"IDP3796","3",2214.3,0.922057487929123
"myb2","3",2216.9,0.159173304964497
"IDP1974","3",2219.93,2.42389530639412
"gpm789a","3",2221.06,5.73532202369825
"umc2265","3",2224.1,8.64128213006552
"gpm402b","3",2224.45,4.3832537565504
"gpm375a","3",2224.86,4.6854236760264
"sps2","3",2228.4,3.44114507582344
"csu636","3",2231.2,6.27466323091176
"umc1973","3",2241.5,0.30043676175228
"IDP667","3",2241.96,0.016226361551162
"IDP3838","3",2244.59,0.0578272230104631
"AY106230","3",2248,0.369131481767909
"gpm397a","3",2252.28,1.41065924775285
"AY111296","3",2255,7.85658866042468
"AI770873","3",2258.2,1.508286005228
"mmp184","3",2259.2,1.9671196278814
"npi296","3",2259.8,1.52615730401158
"umc1539","3",2260.4,1.84097454646871
"IDP1434","3",2260.61,1.47518876185495
"bnl5.37b","3",2260.9,0.715307901014967
"umc1311","3",2264.9,1.51204833548945
"umc1730","3",2268.5,0.271321635798813
"gpm325b","3",2268.6,0.192140827102776
"gpm249a","3",2268.84,0.205125393489652
"umc1027","3",2271.3,5.69542700935199
"lim486","3",2275.4,8.5220085997189
"IDP73","3",2279.93,7.26002470612366
"rz538b","3",2281.2,4.60719533056727
"gpm938a","3",2283.44,3.5533167490612
"gpm820b","3",2284.1,2.5721504742578
"AY106026","3",2285.44,2.29612026983159
"asg39","3",2286.2,2.3090362790681
"IDP249","3",2286.76,2.30606982103382
"BE639846","3",2293.7,7.48904125772242
"IDP854","3",2296.28,0.00894490748942189
"IDP522","3",2296.32,0.0114715331856132
"gpm799","3",2296.55,5.02445934428397
"umc2266","3",2304.4,3.75796043579248
"gpm274","3",2306.41,1.29609685406103
"gpm44b","3",2312.52,1.58647546565044
"gpm425a","3",2316.97,0.0730721735781117
"AY110055","3",2320.4,0.0497464181535179
"IDP4064","3",2321.06,0.0447222137881909
"mmp27","3",2321.5,0.538898693826923
"jpsb79","3",2321.6,1.13366199669144
"IDP434","3",2323.11,0.873857818154647
"psr754a","3",2330,0.0798943269655865
"IDP842","3",2331.19,0.0736452043802274
"umc2268","3",2331.2,0.0845676719800394
"gpm298","3",2334.98,0.493453379511266
"gpm753d","3",2336,2.60645344033583
"gpm716d","3",2336.23,2.60173177623437
"lim331a","3",2338.21,4.28220210516702
"gpm37","3",2338.62,0.881792438965931
"umc1644","3",2343.2,5.66996482564537
"gpm588a","3",2347.02,4.85685065510552
"IDP1440","3",2347.28,4.60636243981025
"mmp5","3",2347.6,4.60571712478486
"csu1183","3",2350.2,4.6088914120719
"bnlg1951","3",2351.7,5.59266794266296
"gpm716b","3",2351.84,5.59099720153245
"IDP338","3",2352.4,4.04803619133963
"IDP3874","3",2353.81,4.64530553662189
"gpm34b","3",2355.3,4.64772831990012
"IDP1680","3",2357.88,4.64512289984123
"csu191","3",2358.1,4.64661546897514
"IDP149","3",2360.3,4.64407758946618
"bnlg1160","3",2361.5,5.25464311304313
"gpm416b","3",2361.51,5.85614974667442
"gpm211","3",2361.52,5.86797752728853
"umc2270","3",2364.11,4.14175147968126
"IDP1689","3",2364.96,2.49909146637401
"IDP2348","3",2367.74,1.88226527592997
"sdg113","3",2368.7,2.00944488003006
"lim424","3",2373.11,1.23541569461122
"lim269","3",2374.81,0.096056746202521
"AY111125","3",2377.31,2.20394659301201
"php15033","3",2381.21,1.29871820090011
"bnlg197","3",2381.61,1.28690414838275
"AI770795","3",2382.81,1.31146201797856
"asg7b","3",2387.11,0.931946565089675
"bnl6.16a","3",2390.81,0.640226099907522
"umc3b","3",2399.51,0.816435039540011
"umc2050","3",2408.31,5.77966167369777
"umc1135","3",2410.31,1.65272697533328
"umc1767","3",2412.11,1.68794653650548
"gpm811","3",2412.95,0.283227496194741
"AY107018","3",2414.15,0.296834125707392
"umc2272","3",2414.31,0.267918923846082
"umc1528","3",2414.51,0.26790357423306
"gpm159","3",2414.71,0.329576966312743
"bnlg1605","3",2414.72,0.169047428311387
"IDP3775b","3",2415.13,0.0408416723039409
"gpm823","3",2415.77,6.2197728940555
"IDP1617","3",2417.15,0.313538256204993
"IDP783","3",2418.66,0.315506360506333
"gpm649","3",2419.1,0.0615972087962291
"IDP137","3",2420.63,0.000189566837434541
"gpm664","3",2432.17,0.695745126717156
"AY104511","3",2432.22,0.763699532071769
"AY109828","3",2436.62,1.38510724283515
"asg10","3",2437.52,1.27689257529528
"umc1489","3",2437.72,1.26954782529174
"umc2273","3",2438.12,1.26940082569854
"umc1404","3",2438.42,1.39353610082617
"gpm395a","3",2438.83,10.6966374657441
"gpm219","3",2442.69,10.4496236127106
"gpm700","3",2442.82,3.62867302356426
"sdg117a","3",2445.09,1.60514780771882
"smh4","3",2447.74,4.73338443473767
"AY106518","3",2449.15,6.59094071633626
"umc1825","3",2449.62,6.27514472100302
"IDP3772","3",2453.17,11.9070012893753
"IDP3894","3",2453.68,12.2908587397214
"umc17a","3",2455.62,8.26558765151276
"AW258116","3",2457.11,3.40428909656475
"IDP583","3",2466.61,1.47067003212214
"IDP3846","3",2467.16,0.192742486018687
"AY105849","3",2467.72,0.129368410091047
"gpm365c","3",2476.25,0.882247569596075
"gpm239a","3",2476.78,0.880861018651558
"umc2274","3",2478.72,2.53544912075995
"umc1140","3",2479.32,2.52475405245605
"umc2275","3",2480.32,2.52282199467845
"mmc0251","3",2481.52,2.7823273354461
"cdo118","3",2481.92,2.75786172470362
"IDP472","3",2483.69,3.16194816861935
"gpm892","3",2483.8,5.59930334878663
"gpm268c","3",2483.85,5.39631302301677
"umc1915","3",2487.62,2.57788558521679
"bnlg1108","3",2488.72,4.69405539481158
"gpm850b","3",2489.07,3.84947312688018
"IDP546","3",2490.97,3.8531461956627
"IDP3849","3",2492.24,3.84904530933818
"IDP3927","3",2492.25,3.84900861059396
"IDP3813","3",2494.1,5.9778649636246
"IDP1608","3",2494.28,4.69727990958199
"gpm173","3",2495.42,5.0906644482111
"sdg115","3",2495.73,3.89386415482659
"umc2081","3",2497.23,3.92357614298817
"php10080","3",2502.53,4.19782292249329
"umc1320","3",2503.93,3.06647282807717
"umc1273","3",2504.93,3.05797536940008
"AY109934","3",2508.43,3.41674391354172
"umc2276","3",2522.53,7.86125958974662
"IDP128","3",2529.68,3.26562114242552
"umc2174","3",2553.73,7.52548761395155
"AY110540","3",2561.33,0.866390841170869
"umc63a","3",2567.33,5.76850293583084
"IDP509","3",2567.88,2.88364428609566
"IDP11","3",2567.89,2.88365990675811
"gpm652a","3",2568.23,2.88589765506003
"csu303","3",2569.34,6.09514293751636
"csu845","3",2572.34,6.07275626737646
"IDP2379","3",2578.42,0.764715153263751
"AY111254","3",2586.28,1.62319259295327
"IDP2591","3",2592.73,0.0157189893761824
"IDP351","3",2594.77,0.804510956029844
"jpsb107c","3",2598.24,13.424237287818
"IDP477","3",2598.84,2.54736515906188
"jpsb443","3",2602.64,2.41699852280908
"jpsb106","3",2602.74,2.41709884237389
"gpm89c","3",2604.33,2.47122651346945
"lim182","3",2613.14,10.7751541367652
"IDP284","3",2614.13,10.7752647770903
"umc2008","3",2617.14,8.61700042374287
"umc2277","3",2617.64,11.7099702593914
"umc1813","3",2618.64,11.8068184503445
"IDP406","3",2619.06,11.805828854729
"bnlg1536","3",2622.24,5.88359224530177
"IDP624","3",2627.14,3.96399074664805
"bnlg1754","3",2627.15,4.04298789146014
"npi457","3",2628.35,2.06558850606962
"npi425a","3",2630.05,3.79121419284093
"bnlg1496","3",2631.05,3.38784517263957
"IDP9","3",2631.77,3.37283084171031
"gpm591a","3",2635.12,1.38606316603727
"AY110567","3",2639.15,0.929891908348509
"IDP518","3",2640.55,3.86116282523471
"IDP398","3",2644.45,4.33843108774272
"IDP152","3",2651.23,3.21194795340489
"gpm660c","3",2659.88,9.29327111870407
"npi420","3",2661.75,9.32902741044381
"gpm365d","3",2663.6,1.05768440111751
"IDP253","3",2666.41,1.06518957060871
"IDP1480","3",2668.43,1.06614854462896
"IDP116","3",2672.3,14.000287677185
"umc1641","3",2677.05,0.0065674538291205
"gpm34a","3",2677.11,0.00596302389203629
"IDP2394","3",2678.19,0.272070804317991
"IDP798","3",2679.01,2.19623292956749
"IDP58","3",2681.57,0.785588456021287
"IDP3907","3",2683.36,0.0724464784270822
"gpm253a","3",2685.78,1.47767258952445
"IDP545","3",2693.08,1.23270264694474
"lim96","3",2693.65,1.23584945590665
"IDP2566","3",2693.79,1.23319627423916
"plt2","3",2697.55,0.172122962689173
"IDP3833","3",2697.56,0.172380105339471
"umc255b","3",2700.06,0.0861062251606199
"IDP158","3",2700.07,0.086091949548063
"gpm34i","3",2716.78,3.93678773141801
"gpm34c","3",2745.08,1.84789557250224
"gpm880d","3",2755,2.37858548529584
"umc2278","4",2760,3.87128874599148
"ufg26","4",2761.8,7.54261917605618
"mtl1","4",2762.9,7.46535552742716
"bnlg1434","4",2764.3,7.27889038294234
"ufg52","4",2767,10.7288957904748
"mmp192","4",2773.7,9.32744632562753
"IDP238","4",2778.34,0.658498133236208
"csu221","4",2778.7,0.815394381965234
"umc2279","4",2782.9,0.105803319480401
"umc1228","4",2783.4,0.0433209549883031
"IDP462","4",2783.52,0.0426454339703923
"mmp174","4",2790.4,1.12144871853889
"bx4","4",2797.5,0.445880394070628
"gpm741a","4",2801.56,0.488591201501549
"cyp5","4",2806.6,2.83985145289989
"gpm521b","4",2822.79,9.92795318682147
"IDP1659","4",2829.72,21.0674756226981
"IDP483","4",2831.51,21.9485863566788
"gpm848b","4",2836.95,14.7089951494818
"umc1757","4",2841,11.1383413028925
"IDP3934","4",2846.33,21.8740312756363
"IDP2397","4",2859,1.5050752013758
"IDP2484","4",2859.32,1.50686665298963
"IDP85","4",2872.45,0.314059373107739
"gpm549","4",2878.06,0.540085019827529
"gpm480","4",2881.19,1.60378226611465
"gpm909a","4",2882.37,0.20573265740677
"psr144b","4",2890.1,0.30731226426542
"gpm574a","4",2891.79,0.298139997908947
"chr117c","4",2894.1,1.15624984206261
"umc87a","4",2894.11,1.1563617561751
"umc31a","4",2895.11,1.16427364707124
"bnlg1126","4",2895.31,2.53629664230175
"gpm335","4",2900.32,2.01436211316468
"gpm880e","4",2900.59,2.00491821521427
"gpm523","4",2900.91,1.98922080939519
"umc2082","4",2901.61,1.9421459312598
"gpm861b","4",2903.16,4.62555735258138
"csu235","4",2903.41,4.69619381188386
"gpm147","4",2905.29,9.52196106687916
"adh2","4",2907.11,2.22269687863627
"rz53b","4",2907.21,2.22202569637557
"IDP2387","4",2907.76,0.0946404318347049
"IDP1499","4",2909.6,0.134731390789966
"AY110253","4",2912.91,0.769079361572949
"umc2281","4",2918.61,0.786524337530864
"umc2280","4",2918.81,0.785631061949971
"AY110573","4",2923.91,0.78813655441445
"gpm580a","4",2924.66,5.61754049283081
"umc2176","4",2934.61,6.68428956030584
"umc1902","4",2941.41,3.87815173644776
"IDP478","4",2941.42,3.74313150962189
"mmp111","4",2949.11,1.04683086471232
"gpm367a","4",2953.47,0.862468834091487
"umc2039","4",2956.41,0.56592207227186
"IDP388","4",2960.31,0.505346495929189
"gpm817","4",2963.8,0.4771494344659
"wip2","4",2965.01,0.479516108696771
"gpm761b","4",2968.3,2.85339853844016
"bnl8.45c","4",2977.57,2.58231011740281
"gpm415b","4",2978.5,4.72602500677749
"umc1117","4",2978.51,4.68372695755897
"lim415","4",2983.61,5.69196879392803
"IDP454","4",2984.03,6.07696796269011
"umc1963","4",2985.71,5.14596098881884
"jpsb527b","4",2990.41,4.70577445558592
"zp1","4",2992.21,3.55740112499552
"mmc0471a","4",2992.22,3.55741903503804
"bnlg490","4",2997.82,3.75449084786123
"gpm145c","4",3004.28,3.56469354950241
