"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__Env2","m__est__Env3","m__est__Env4","m__est__Env5","m__est__Env6","m__est__Env7","m__est__Env8","m__est__mean.QTL.add","m__est__mean.QTL.dom","m__se__(Intercept)","m__se__Env2","m__se__Env3","m__se__Env4","m__se__Env5","m__se__Env6","m__se__Env7","m__se__Env8","m__se__mean.QTL.add","m__se__mean.QTL.dom","v__est__(Intercept)","v__est__Env2","v__est__Env3","v__est__Env4","v__est__Env5","v__est__Env6","v__est__Env7","v__est__Env8","v__est__var.QTL.add","v__est__var.QTL.dom","v__se__(Intercept)","v__se__Env2","v__se__Env3","v__se__Env4","v__se__Env5","v__se__Env6","v__se__Env7","v__se__Env8","v__se__var.QTL.add","v__se__var.QTL.dom"
"530","A","1","AY109916",1136.43,3.37955008899933,0.184561037343984,2.65130649657662,0.265629380462017,6.95511240517697,0.138279428688983,70.1146413941336,6.23324985803853,-22.7180660776843,-2.80588542545055,-11.5358845765599,-1.26985390610909,-12.080348913508,-12.9406657787015,0.0352270655856063,9.84222770855801,0.425385197590962,0.496291027667354,0.552444962305879,0.535643577925778,0.512483908975052,0.526662352134105,0.598280931764068,0.552900426296751,0.140073538609211,2.45227936555106,4.85321216681229,-0.404303766454737,-0.0227214294906024,-0.0422947683143272,-0.197095119853455,-0.20984696220881,0.402752247053527,0.0461534253689015,-0.0592746566704955,0.665142572083903,0.0794256914112442,0.101266710225359,0.103970918085252,0.101208103892221,0.100183108425381,0.103601112541748,0.100743877785956,0.102206269074026,0.0270623669856142,0.443192437234016
"531","A","1","gpm201b",1140,4.80957454880721,0.0902846994336717,2.74935237785906,0.252921481321925,7.10277357460459,0.130555766713696,70.6821179941219,6.13377913124116,-22.8171222480095,-2.93518211322494,-11.6089240387321,-1.36314109453575,-12.1755788712575,-13.0695703844493,-0.364825901280811,28.890296958425,0.43692642224251,0.497579843013956,0.551273249462955,0.53538177420188,0.511224133753219,0.526306975274169,0.593201598083231,0.553946151784404,0.144150303666616,6.76067331420409,4.8783968119188,-0.379181856606708,-0.0235312453342781,-0.036355729074333,-0.199578722199754,-0.20519218118952,0.377415876151841,0.0612436565773007,-0.0605273022228617,-1.25485717598948,0.0866420666785012,0.107697500133271,0.110570131901781,0.10763454970229,0.106541510285249,0.110176429627319,0.107138595007977,0.108698085469789,0.02913056877876,1.46299125145627
"532","A","2","AY110535",1141,11.1965111206215,0.00370432004641715,3.88737252139251,0.143175194718986,15.0455158268731,0.0046077393299298,69.3267453138898,6.23335693051926,-22.5199639877212,-2.92317750321061,-11.3144490858562,-1.27780295032796,-11.8560579459368,-12.5686855430574,0.931847875764919,-12.9805055872441,0.405257981749831,0.491539285888841,0.552623370212523,0.528811863936469,0.509362718366141,0.518643675947401,0.591701826141786,0.551174482684595,0.132652904414773,14.579760303106,4.72709611713536,-0.383550835940908,0.0294077982058575,-0.0408648960865633,-0.166004077056352,-0.216768384009001,0.409880418881187,0.0887285164659778,0.0531915535096748,-6.72872368462929,0.0797160519268336,0.104295220032956,0.10708343400521,0.104238749682908,0.103179985389322,0.106700661539813,0.103755338211034,0.10526776414216,0.0264613564377695,3.57712821498247
"533","A","2","umc2246",1144.1,18.3417634554349,0.000104024747778984,9.79407059865649,0.00746869271880666,26.9643231801612,2.02118006571652e-05,68.9790068405476,6.21974944262157,-22.4750769297581,-2.99421870629082,-11.2663700114439,-1.31598587202113,-11.8892207159126,-12.6294099249629,1.14850148074086,1582.94451053293,0.400510826602676,0.484895934847167,0.547062831102418,0.523582701267171,0.506182928569984,0.514892841184684,0.587118332671374,0.54573075061369,0.13024487462502,1008.12697755008,4.68322601761726,-0.385305877014879,0.0503176558618145,-0.0242402592184245,-0.13181189040381,-0.18555528816762,0.428511597946678,0.10762867866739,0.0858063605153599,-783.3918880894,0.0824890412368178,0.10753546730733,0.110418562309821,0.107475481107626,0.106381218022031,0.1100215328969,0.106974991828078,0.108535887324222,0.0270523282800787,235.959147481953
"534","A","2","isu53a",1144.8,25.3219305696025,3.17258043200541e-06,12.3448893212115,0.00208612988215349,36.6521313296396,2.1243900448486e-07,69.1260148044995,6.11451603327316,-22.7949151916755,-2.94667745716547,-11.5383399641803,-1.29933138962808,-12.2460074333364,-12.7931452734622,1.32730626312112,-4927.88270578309,0.395348544704028,0.480229790475504,0.543759674039435,0.517219467270365,0.501865011313872,0.505064525932708,0.586553554260358,0.543734783238051,0.127707089975276,1259.60491460492,4.63656339878732,-0.353493214378261,0.0771473359757452,-0.013380621143206,-0.100545741925254,-0.207490844395909,0.475964540898001,0.149140219754844,0.0537765614696146,842.992361244309,0.0793667845300334,0.103365878915522,0.106142029014246,0.10331038627027,0.102257468730527,0.105750795934172,0.102830852571214,0.104326516593526,0.0257168518615743,193.745284505625
"535","A","2","gpm71",1149.61,40.6939908326374,1.45684104037703e-09,16.6498164265459,0.000242403173157043,44.5193958939959,5.00426250876081e-09,69.6571950103812,5.97941057041241,-22.3522004745195,-2.84551071963009,-11.2834699882442,-1.31533956202811,-11.7262933425711,-12.453491445101,0.77599199999256,-20.9082302173191,0.393250961674959,0.480479114948686,0.539946161402632,0.518001116762041,0.498668151753492,0.5041879378729,0.579970191617953,0.538487869758813,0.131642225846707,1.15298236481731,4.69373175683507,-0.382145136780101,0.0423917132853929,-0.0151896841230124,-0.150578255595936,-0.222869531773002,0.422317377930465,0.105796640453274,0.0739459838774191,-2.63946956226576,0.0778470019294323,0.102569347177231,0.105302706784245,0.102506003957935,0.101466499324751,0.10492712155842,0.102031677060354,0.103512309358232,0.025816124948993,0.408227115423625
"536","A","2","IDP53",1157.21,13.5328995652199,0.0011517764577731,22.6657970832233,1.19724959666808e-05,33.3986729686114,9.89754076560238e-07,69.8514671012396,5.53346300607836,-22.8985599406995,-3.19158828966807,-11.8523494650788,-1.50785690028119,-12.5464913376148,-13.1548428386876,0.879446688815367,-4.89647395291936,0.394298471324204,0.477856351540557,0.537189334961089,0.513439664352244,0.495393023275956,0.503698769538309,0.575294741691501,0.540822019828127,0.132452356870766,1.07129843293645,4.74350880585983,-0.387000595106268,0.0101830605204636,-0.0462718093289956,-0.174450728695593,-0.228286928063622,0.392520082723353,0.0954097871448762,0.054327867350628,-3.69664726358586,0.081652172382197,0.107445485861319,0.110326234220504,0.107384305960187,0.106298036934684,0.109923767692907,0.106892094438517,0.108459022076797,0.0270371585398939,0.467828337928401
"537","A","2","IDP2371",1157.22,13.5328271665746,0.00115181815205538,22.6660887644089,1.19707500180898e-05,33.3989023110545,9.89646998484304e-07,69.8514719051466,5.53346003935975,-22.8985554629287,-3.19158852003468,-11.8523493776334,-1.50785650783297,-12.5464830907824,-13.1548451019683,0.879442760118368,-4.8990875839447,0.394298320844177,0.477856162717464,0.537189160556571,0.513439469269229,0.495392828825562,0.503698561257803,0.575294693868393,0.540821820256486,0.132452279124287,1.071355811553,4.74350915370799,-0.387000488058184,0.0101833659044792,-0.0462718181722116,-0.174450767115705,-0.228286838612064,0.392521214918533,0.095409729558276,0.0543278657487837,-3.69702238262277,0.0816601284836902,0.107455957109498,0.110336986110398,0.107394771423071,0.106308396394431,0.109934480466258,0.106902511597083,0.108469592114667,0.027039779519892,0.467900023137731
"538","A","2","gpm180b",1164.48,30.7411999585773,2.11170498651007e-07,2.73424199384906,0.254839588385139,33.7801685656505,8.26688666468515e-07,68.8366937174423,6.21657016305018,-22.7733424746299,-2.82548456252771,-11.439488292267,-1.36995884998546,-12.0441824774931,-12.8114063048646,1.48725620922788,4.75943122122853,0.411401853721134,0.491708696864506,0.549835841501702,0.531426891098353,0.509640666999833,0.525346012862605,0.589473823158535,0.554053851222396,0.134601734018404,1.10210012231343,4.8500578684251,-0.440874841992247,-0.0350239759746354,-0.0681887265444119,-0.215294938372017,-0.212402512385267,0.355029500546989,0.0625898225839418,-0.0627776092200858,-0.114420244068317,0.0842238577551889,0.110717805486006,0.113673178777001,0.110657873240024,0.109531413107924,0.113266852696542,0.110147792536429,0.111747487435465,0.029022905282881,0.242908553367777
"539","A","2","isu144a",1168.41,22.5773711173781,1.25137119522969e-05,9.20043230550704,0.0100496632474635,31.7507945709251,2.15108002200066e-06,69.3115776568394,6.16996471570849,-23.1754848147877,-2.89595590302772,-11.6649118451187,-1.46991753189633,-12.3131908150167,-13.0844785811042,1.31728245244942,-182.825653413321,0.406901270878278,0.488273245522002,0.546314787612333,0.526916239816261,0.506107001382235,0.520554438017558,0.588086381215448,0.552037235379016,0.129045981234347,116.994872208805,4.83333162489963,-0.412813128501157,-0.012754221498129,-0.0518846446744876,-0.187213358975698,-0.199031870003919,0.390673465003778,0.0989773585823386,-0.0896905613594654,57.2089781037404,0.0811151829319689,0.10682252879482,0.109671289737925,0.106764320835933,0.105679659218916,0.109278908091733,0.106266664407539,0.107819288445405,0.0269545252288031,20.7560753151233
"540","A","2","umc2245",1171.91,52.3352886153647,4.32052450571607e-12,13.0189106509052,0.00148929068091289,59.4404925156968,3.80264463989659e-12,70.179182695644,6.22179631848667,-22.7778668107503,-2.79109294004202,-11.4539950191754,-1.37223623331584,-12.2780867702058,-12.9108734320576,0.849805647959113,-1748.87831023107,0.423084410107814,0.483931850552245,0.547419431353177,0.524831256887533,0.504453916075939,0.518560949877833,0.582019169235991,0.544174829428256,0.138586075456956,154.468253442277,4.93267670928984,-0.46000821917995,-0.00342480658597692,-0.071105086051616,-0.205242701209676,-0.218473761433311,0.351406701856332,0.0418255363215319,-0.112752957941768,-150.362843484395,0.080207821240203,0.102464741466424,0.105199372608046,0.102411760198183,0.101364997200172,0.104827103537262,0.101935018762535,0.103416133757475,0.0271814076346401,32.5917916839245
"541","A","2","IDP776",1175.26,24.5714691616147,4.61714236107391e-06,26.2744328917467,1.97051338848559e-06,46.7669113569995,1.70525560559716e-09,69.6630303096727,5.62156477080152,-23.1727804369454,-3.11050703747239,-11.9333297965841,-1.59824134975697,-12.6304406693985,-13.3816459307721,1.25724530241559,-8.11086877467045,0.397187319466259,0.474852964404414,0.53539543999243,0.512388822149271,0.492459869986455,0.506664550069776,0.572644879491918,0.541701676653714,0.13128152168387,1.41530367715403,4.87855358716183,-0.425607633374127,-0.00933470392739428,-0.060910584499154,-0.205598099038285,-0.209703890696151,0.372094569738467,0.0946663685914583,-0.093310683051211,-4.74410525344884,0.0788502610782899,0.104411024924881,0.10720661335493,0.104352786358121,0.103293412978925,0.106816445238892,0.103873696196017,0.105393935706527,0.0265932428656292,0.599504740650906
"542","A","2","jpsb485b",1184.31,21.5573036868055,2.08396769340794e-05,9.16385286547493,0.0102351599449398,30.3526170599321,4.1485121978054e-06,70.0816262600326,6.10579988827216,-22.8339689618872,-2.81851100367786,-11.7369420163642,-1.42004716064819,-12.2517924324814,-13.0061950494245,0.850165002741956,-380.958507315862,0.407758351264784,0.490067261026862,0.547501714219866,0.526994726372465,0.509246069149059,0.519751197714031,0.592193088563409,0.550100727636066,0.13229977193063,48.5768348540414,4.87894609443461,-0.416050624493719,-0.0231575774871248,-0.0687668212878827,-0.175965152623193,-0.22254382644652,0.40281988554125,0.061675564675336,-0.119710523173794,-3.21477435931713,0.0787117609455759,0.104114435460977,0.106895667918898,0.104054749597685,0.103000724284514,0.106511780124506,0.10357169075112,0.105083276938832,0.0271553028193173,9.91428308881209
"543","A","2","IDP1702",1189.53,5.1333264161515,0.0767913551683924,31.5924643408714,1.37969640766706e-07,35.7668605716451,3.23151219084582e-07,70.2039665995627,5.87555625009613,-22.8906068517053,-2.88851891629057,-12.1208415953966,-1.37020307514336,-12.3649965120963,-13.3789016488779,0.491282462547461,-328.34501622989,0.400687957425605,0.476736622134028,0.537678032752706,0.513766703535568,0.500681021172525,0.50525591356604,0.582828874239931,0.539559267393313,0.129091746201708,141.269926867131,4.91502963990712,-0.403127451087663,0.0131677037639235,-0.0516885609239256,-0.12399569791022,-0.208170193282033,0.445770688750754,0.0834674207893087,-0.129832195092611,-349.902131807406,0.0777122507839889,0.102560759411617,0.105304095707266,0.102501557058609,0.101459926110724,0.104928382066031,0.102024890965852,0.103523429173116,0.025920583198938,42.3857602854113
"544","A","2","IDP677",1191.59,15.8658803436299,0.000358730132643472,22.7740371685145,1.13417654965388e-05,35.5125686076861,3.64494110014869e-07,69.8492603288675,5.59498095975992,-22.9832154632933,-3.1173315348245,-11.97286724841,-1.49124770867119,-12.5788831056904,-13.2512724601271,0.997850074934086,-617.551650188259,0.39552051315115,0.476406467486704,0.537064131017308,0.511825335295685,0.496067376913316,0.502307410779346,0.576655780470068,0.540269437527524,0.132104085750078,267.600541046872,4.83322913227915,-0.392408352655608,0.0149009418476684,-0.0521331984603433,-0.155663397614733,-0.231989952670961,0.41026546730011,0.0924553668515357,-0.0377684629091597,-902.287871183796,0.0742836957849861,0.098145499600661,0.100778370598403,0.0980900507223678,0.0970939808559617,0.100406690201104,0.0976370162221332,0.0990875567319461,0.024898080702245,100.450877188584
"545","A","2","umc53a",1191.91,19.3318607751588,6.340737441575e-05,0.990566667982839,0.609398219603394,20.5550743548604,0.000387915009299352,69.4894103594963,6.15367008839957,-22.8412173753229,-2.88303557355216,-11.5074086201416,-1.33961801365689,-12.1075024136159,-12.932590889266,1.12676681399527,-13.7170536969014,0.401941739259703,0.490925399686447,0.551595858356496,0.527923784132649,0.511787908080407,0.518721231139064,0.587022275801033,0.553049111636279,0.131415304119388,2.79090262252663,4.7952079953514,-0.387985814524208,0.0233641260307062,-0.0453340710229492,-0.141946940186274,-0.217469977585716,0.382759434860376,0.102042613768037,-0.0368462989737179,0.288991416508207,0.0767891495579082,0.102034046743455,0.104763314793543,0.101978339299776,0.100981080858146,0.104385277999046,0.10151278907533,0.103027794018353,0.0260174361969308,0.527177936797915
"546","A","2","gpm691b",1192.8,19.0464388942309,7.31338344209395e-05,4.6235695246315,0.0990842518166678,22.5845600307569,0.000153270137158036,69.2891798030241,6.20141035957288,-22.742732048474,-2.80169693371435,-11.597748044718,-1.30580830307081,-11.9513109091328,-12.9720769244675,1.12684295846443,1683.18359730499,0.402062373687276,0.489055125100967,0.549348013252874,0.526061530969831,0.511650973047414,0.518143598675838,0.58734995387469,0.552537842163253,0.131463983475899,582.499924968164,4.81792762550384,-0.399829150472665,0.0156077051254986,-0.0558054586498192,-0.136746189585385,-0.218233200619043,0.390538857953721,0.105305951228655,-0.0321977190571311,-390.220037250566,0.0763502229651808,0.101413530328535,0.104130549995695,0.101355981381553,0.10032433713948,0.10375037050307,0.100884225005642,0.102354120627871,0.0259128900783309,129.88824717671
"547","A","2","gpm156a",1193.6,20.5227806535257,3.49570523115522e-05,4.06111306886541,0.131262448744277,24.6058835906504,6.03737230251451e-05,69.2610144141311,6.16286684791116,-22.8610707012148,-2.8769403635219,-11.616128115665,-1.33310369739757,-12.146753840196,-12.9260905286388,1.26362735191194,8.40198932007079,0.401398462176315,0.487358245935479,0.549106251113699,0.523277815020998,0.510662570157953,0.515923071447478,0.587478835989014,0.548884381772894,0.132331117613838,2.38055940553669,4.81223523418848,-0.386058570362888,0.0336773404344002,-0.048554382342344,-0.114317185665866,-0.207626731790383,0.413290824300123,0.103154459295141,-0.0772394754826676,0.200726980766353,0.0772910349531395,0.10237319411511,0.105116421965906,0.102313510599379,0.101276800117816,0.104740853977381,0.10183820305454,0.103321799464258,0.0265572715621261,0.449430983712937
"548","A","2","npi254a",1196.61,46.217071934337,9.20641069223526e-11,9.44297579335754,0.0089019235473681,48.2391655791474,8.41415892483983e-10,69.6275658853361,6.08894346763966,-23.0109966556259,-2.86759288819334,-12.0505202274486,-1.42749039931258,-12.5646563718076,-13.0117433085599,1.22622125895612,-20.7511701894685,0.40144619222484,0.48425495694271,0.543216831768558,0.521985827522188,0.504516727371753,0.514357420477091,0.580537679499595,0.542807213082657,0.130801488651254,1.37122340420521,4.82501770637633,-0.402348815328609,0.0053450592153456,-0.0437945265967166,-0.151606119849035,-0.212682185738026,0.387074154386212,0.0723953365548773,-0.0614198623362747,-1.74041033256305,0.0791168173743481,0.104517943991478,0.107319504964581,0.104455563475712,0.103391684353338,0.106932756385965,0.103969861092581,0.105496271656537,0.0265744118493223,0.406833455132426
"549","A","2","umc1542",1198.61,21.558476434627,2.08274606732153e-05,11.0148200228235,0.00405660033762204,28.6028541513655,9.41241515728099e-06,69.3076884778173,6.08364513353973,-22.6136049608236,-2.81524527636302,-11.8519472723183,-1.30592484011394,-12.0545287017082,-12.9813409609201,1.11555349388432,28.0150210719498,0.398830162298045,0.482559909803524,0.542374100445147,0.517243978254757,0.509881509270654,0.509519158938705,0.584677293127633,0.542940201802728,0.131676898766716,7.06757517362486,4.80026055870381,-0.381387613755925,0.0375222293972292,-0.0530579522768552,-0.0777586509792968,-0.221543456390285,0.432909112455206,0.106283663415562,-0.0411064161878391,-11.573807471175,0.0778316942137354,0.102759113434928,0.10551896111656,0.102701749514151,0.10165911141886,0.105132597399033,0.102224671330013,0.103720290234822,0.0260295475835014,2.2351618011689
"550","A","2","bnlg1297",1200.91,47.0581856951417,6.04567521159657e-11,8.7402090413345,0.0126499183210018,52.6066385130407,1.02998058516357e-10,68.4281177805521,6.11378040686075,-22.5505833154505,-2.81503471064239,-11.719325805936,-1.27341558058387,-12.0048279653818,-12.8736320508778,1.82004390095977,15.0329244010298,0.399568741478647,0.47825931960019,0.54042668872516,0.514119097104124,0.507206332402978,0.505537389557525,0.581989813478236,0.538009435595253,0.130609390450571,4.62867298541906,4.75444036595207,-0.395311943199331,0.0492173367846047,-0.053077834535422,-0.0736778002155511,-0.227218180235707,0.437928791442842,0.0964104218298734,-0.00556965490533335,-7.3322008754382,0.0778048519490552,0.101545593757059,0.104265923043729,0.101488726423265,0.10045822630411,0.103890430790245,0.101016889456511,0.102499293010074,0.0256419788485183,1.42613090196333
"551","A","2","bnlg1017",1206.71,51.771597892955,5.72717373713257e-12,1.08383933293892,0.581630643155452,54.628898663961,3.8859168072636e-11,68.0644951916581,6.19157468672692,-22.603748164667,-2.86004258950277,-11.4651227465375,-1.31546149429391,-12.0264045727929,-12.6704451096941,1.89394005333673,122.068329982947,0.402681383009425,0.47926867065389,0.546763283359081,0.516667631586502,0.50663179858389,0.507318367889945,0.586731420077273,0.543645624689075,0.130708376847406,22.137324938068,4.71745061324066,-0.410235461505583,0.0685605557032228,-0.0511327358722944,-0.0960828207083746,-0.228202220403173,0.450749775377144,0.113759418399669,-0.00438130946062226,5.67336354659872,0.0821909020846405,0.106612841942978,0.109474974080268,0.106557311638235,0.10547025691111,0.109072537038369,0.10605751080271,0.107611154319179,0.0272925511239296,4.15114291976886
"552","A","2","gpm86",1210.84,42.6272450851057,5.54129588346038e-10,2.47198125584013,0.290546795989441,43.6268245460145,7.66912236561681e-09,68.6730077757507,6.2255280858158,-22.8076040795416,-2.88141187352562,-11.5918937232292,-1.29679713175633,-12.2143830293414,-12.8357548730561,1.7606360636899,-1023.54449821896,0.40174581835336,0.479304237288979,0.547423803611312,0.516537775314434,0.507358337042349,0.507927010797851,0.587236089684224,0.542339046896873,0.129128813563266,399.742577497308,4.7702725680149,-0.391407163630482,0.0844616791849322,-0.040218585602177,-0.0728269630338946,-0.207601385310091,0.466814291244939,0.116578449477623,-0.0379688454244907,-175.818199896238,0.0799785887143982,0.104234762208994,0.107025558504603,0.104169670362037,0.103113508514,0.106634872301295,0.103694065662085,0.105202909371559,0.0261267984429,88.5651248082411
"553","A","2","IDP1683",1211.58,46.6418645686479,7.44471019021406e-11,6.52093011405263,0.0383705493739652,53.082908394482,8.18803646039435e-11,69.0835665905609,6.05507672667738,-22.916212807874,-2.94394087185245,-11.8695242282733,-1.34967455934709,-12.3429045343959,-13.0003825944293,1.60290648952792,-4627.12005922982,0.400396009725394,0.475404971698092,0.545591228219537,0.513383366866001,0.50549285668388,0.505658426532657,0.585824069042231,0.539498583910161,0.127347788990355,638.67713728359,4.79367286344877,-0.41235005838743,0.0850023805518466,-0.0479128475766911,-0.0722754802069906,-0.210695904478608,0.472405402968076,0.108453661108098,-0.0543528261838018,-529.006254321252,0.0792309821093731,0.10331429441753,0.106080252821971,0.103258022292131,0.102206364461452,0.105697769981518,0.102776876494912,0.104282051314865,0.0257515947335133,152.141412239403
"554","A","2","umc1980",1216.61,11.0672189294252,0.00395169979528802,0.597207091189567,0.741853462215019,11.7277306534077,0.0194950520829397,69.3932580796467,6.17222537619637,-22.7392300823376,-2.90246433078579,-11.4667478442282,-1.32252171261029,-12.1073946361413,-12.8037065202004,0.895704803257926,-6.52857834102238,0.412006214021994,0.494317860330477,0.553523487401946,0.531357349226349,0.513305554198798,0.520016096462238,0.592689706472903,0.552151773032371,0.131566450966754,2.40745681914454,4.74551444888445,-0.382608983627735,0.0163458346207066,-0.0426253405689152,-0.153181804602182,-0.231730295689061,0.39638517032364,0.075569079802519,0.0281604058120823,0.143244640303001,0.0777054152733575,0.100553344477485,0.103246067382894,0.100495844316999,0.0994722023100276,0.102869950283337,0.100028246728179,0.101495728522608,0.0254766952263016,0.449557982510587
"555","A","2","umc1265",1218.71,28.3316537027284,7.04465236772238e-07,9.13501843549798,0.0103837912968997,30.7738038304065,3.40447585823622e-06,69.1911203348031,6.04618183219298,-22.7366768393533,-2.84928614105506,-11.721987125217,-1.33071578555529,-12.1978356755955,-13.0285249775876,0.933087832498082,3012.82576420164,0.40782109929151,0.487556993465282,0.543524223054103,0.523193676098826,0.510905677766537,0.513620760179698,0.586249016722357,0.544213113772727,0.129200274757484,286.154272604215,4.75100932381471,-0.373920976263121,0.00547105160476961,-0.0476594479153345,-0.111747878528507,-0.225363482861861,0.41131413607753,0.079685698052944,0.0277626981762643,-405.050495404413,0.0816625640226032,0.105410478196384,0.108223607587723,0.10533860733515,0.104265013963457,0.107824719600472,0.104851283032349,0.106389761813717,0.0264789343408156,82.8296317082615
"556","A","2","gpm470",1222.89,12.1768368620723,0.00226899465004078,1.94945256097737,0.377295612601207,18.3691900736562,0.00104502052910346,69.4849760926112,6.15799444725064,-22.6059238827858,-2.86933044187132,-11.4320763598516,-1.34762907931377,-11.9732940326201,-12.7515500125727,0.62080979628773,231.350839074417,0.408098746740535,0.489923669748472,0.552040564068034,0.527364957418978,0.509577420467545,0.517665022107174,0.593860145821225,0.550675489279066,0.129700137187184,37.2613075803971,4.7246195661314,-0.390482269141663,0.0372028861746405,-0.0410186238044006,-0.152847040112224,-0.218887858409112,0.42957847655577,0.0952005136249063,0.0305235327154249,9.83735032288627,0.077782736726501,0.100848098795397,0.103553690865164,0.100794171545097,0.0997647431138355,0.103170354063818,0.100320670165218,0.101790784930474,0.0253179355673309,6.21555595860747
"557","A","2","AY109603",1223.31,26.2593813041841,1.98539900868752e-06,1.32017866684944,0.516805164454211,31.6860830516829,2.21755810502741e-06,69.6787891385775,6.08849632415321,-22.9837598013523,-2.87820692601237,-11.4782472758352,-1.38682813150589,-12.1840392756946,-12.8911822508545,0.457141707783654,80.1651197579689,0.404908090834954,0.486880060734709,0.554445634943497,0.523831910583408,0.501492968102298,0.513937886680494,0.587788638981995,0.547901921457315,0.130934028345342,6.31704866489943,4.72538276762457,-0.368875358345236,0.0915727139975459,-0.0297791223924485,-0.179154779812411,-0.205428167289817,0.428807913536149,0.113048745457423,0.0217916101635752,-2.4138608316103,0.0758244758242281,0.0983661578847785,0.100997107160144,0.0983136893869669,0.0973080838158832,0.100629929650251,0.0978520857579239,0.0992866692346567,0.0248925858713072,1.39170416233097
"558","A","2","BE640649",1228.81,7.5754215562565,0.0226473874488309,1.34936694474806,0.509317608189426,13.09397244532,0.0108256396702709,70.1054767650594,6.14915423963711,-22.6325852905993,-2.87683399401739,-11.4394502723724,-1.35767033028766,-11.9682561236123,-12.7748426541423,0.0429989833236531,46.1430231711447,0.40889875421302,0.49285755543849,0.5535639473745,0.530084301226646,0.510553099573266,0.519977683294043,0.594580033480979,0.553006563337189,0.130645927217454,7.23293052945212,4.75117837746333,-0.389795801589663,0.0248249700621576,-0.0445340122383001,-0.171169057420977,-0.224714097617686,0.413508202342881,0.0879772596689646,0.0172361947856385,1.76478791777393,0.075935328502323,0.0989821146921815,0.101639203320495,0.0989313707770536,0.0979220985567347,0.101266392087754,0.0984652978983665,0.0998987097964966,0.0249382742696097,1.19470417743765
"559","A","2","npi208c",1231.31,8.92246849880612,0.0115481012507487,1.51962005715722,0.467755278705158,14.6414596679453,0.00550565318635527,70.0861386649512,6.15195311563866,-22.6181410651434,-2.87248342739106,-11.4287354806983,-1.35476373247698,-11.9509237876191,-12.7590919937678,0.045449663775705,376.474097051362,0.407981813681145,0.492231512528111,0.553272750976071,0.529462990857389,0.510210679141749,0.519122081147666,0.594182853971953,0.552920933469328,0.129785194653475,55.1688692694187,4.74552906654305,-0.389741717862027,0.0278782082252257,-0.044109544259177,-0.168502268520124,-0.226262356774135,0.415674058127272,0.0924930256968423,0.0201322783912833,13.7811639115959,0.0760267154982821,0.0991818114888158,0.101844867643751,0.099131500784615,0.0981197521625322,0.101470961681593,0.0986643916493435,0.100100972334106,0.0248426280279778,9.07304107566345
"560","A","2","IDP4073",1231.56,42.8412995973473,4.97886090664106e-10,19.211629947146,6.73360385486596e-05,44.6677119339811,4.6613971540729e-09,69.529350008057,6.37170169530416,-22.6198235512193,-2.79383300136613,-11.422452914931,-1.21782639102305,-11.4019475558269,-12.957555627192,0.335464717633698,15153.3368188494,0.404632456149544,0.484584222011683,0.538899160913344,0.519885167339003,0.502878335032818,0.509774199419953,0.579948095991489,0.544874155339524,0.131144050417055,936.896524419588,4.75863317131838,-0.397901573261076,-0.0134616021433251,-0.0561755483283744,-0.167690233234002,-0.230405470272238,0.376427974066964,0.098515968687316,0.0399534172483417,-2035.00888693848,0.0808368180859413,0.104902959208249,0.107704918634855,0.10484126369578,0.103777722450303,0.107318188085064,0.104357289786276,0.105870589021085,0.0264474361233274,303.479308102396
"561","A","2","gpm762a",1233,7.56959578603459,0.0227134528602961,19.8726685798368,4.83843429222747e-05,23.7818895543805,8.83309795535192e-05,69.9110234161648,6.01778757334711,-22.7944153356832,-3.13308276080212,-11.6862989219749,-1.61703244290882,-12.189162606895,-12.9683063918414,0.397837208687471,176595.721058062,0.405558716703389,0.484666488120938,0.541817916891272,0.522924734211796,0.504448132860129,0.51515056698533,0.585241951228809,0.542594294899773,0.132756806901891,30260.3666795189,4.74939092731097,-0.394028715810398,0.000556423764248302,-0.0370612902160168,-0.159118954581475,-0.192843850351354,0.406760419251467,0.067229457762681,0.0641478428809744,-57244.6188105974,0.0817880947357704,0.106038822093933,0.108874806476399,0.105980293963906,0.104904348905238,0.108483310311585,0.105487213634882,0.107024409364433,0.0267770350112522,8990.72706900554
"562","A","2","umc1961",1233.01,9.85184074692538,0.0072560449344183,20.5737900874396,3.40767561570068e-05,26.1377608301214,2.96836217767645e-05,69.9534618162566,5.94672800237475,-22.8902475488861,-3.21737976989216,-11.7506152042164,-1.65915314310981,-12.2683246410229,-13.0078655445551,0.442241773608708,207455.17953061,0.403067182181636,0.482623039976094,0.540690894149453,0.520182897430733,0.5030118645676,0.512389929572536,0.582684599762329,0.540455496546996,0.133964618785811,30660.0447357271,4.73664013048911,-0.382172696974262,0.0172897529540761,-0.0298207614288882,-0.143339229018315,-0.188395004223946,0.41271767037208,0.0796721961320053,0.0560042770686782,-61548.0418599892,0.0821254815478595,0.106525087157795,0.109374672735398,0.106466218364225,0.105386226386862,0.108980663565212,0.105972365187738,0.107512794979463,0.0270954629214919,9537.70042094991
