"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__Low.Water1","m__est__mean.QTL.add","m__est__Low.Water1:mean.QTL.add","m__se__(Intercept)","m__se__Low.Water1","m__se__mean.QTL.add","m__se__Low.Water1:mean.QTL.add","v__est__(Intercept)","v__est__Low.Water1","v__est__var.QTL.add","v__est__Low.Water1:var.QTL.add","v__se__(Intercept)","v__se__Low.Water1","v__se__var.QTL.add","v__se__Low.Water1:var.QTL.add"
"890","A","3","IDP703",1883.43,0,1,0,1,0,1,61.0801977555005,4.56879521602926,-0.0804752517925401,-0.334879273738772,0.31889924782859,0.418245079798347,0.261345858039107,0.350241567454335,5.36137541005496,-0.275398601985925,-0.0181026109593153,0.0304410052363469,0.0437650341896505,0.0610896421513384,0.0362771167615168,0.0514095237969833
"891","A","3","IDP394",1890.52,0,1,0,1,0,1,61.4832054265973,3.8662459466739,-0.673851658639107,0.695952347797805,0.311326775980445,0.410085905658258,0.265586381499906,0.355564181872924,5.34841615096326,-0.268990136115915,-0.00294160871224432,0.0268795629865887,0.0406285790631951,0.0569078149792316,0.0347263975843988,0.0491107501308411
"892","A","3","umc1394",1891.81,0,1,0,1,0,1,61.3663538977874,3.88743414863879,-0.537915874081314,0.716720623321003,0.30294391044602,0.400200696113338,0.273165145547565,0.365020266103379,5.32733526766411,-0.257010828244519,0.0302779062837692,0.00914058766927338,0.0395091790705011,0.0553624164780373,0.0348931888970779,0.0493716830528391
"893","A","3","umc1970",1898.21,0,1,0,1,0,1,60.7388641247608,4.23017484287188,0.399077520296348,0.172810356263835,0.312594229248936,0.411891543574449,0.266335617349176,0.355521292767185,5.33584796495118,-0.272961680534075,0.0165091226375627,0.0268272690254016,0.0443126191777814,0.0621521556620114,0.0373550908854391,0.0527084130966111
"894","A","3","IDP3785",1898.48,0,1,0,1,0,1,60.7245521675412,4.25002163215332,0.418190322474936,0.144257694500893,0.312348609322777,0.411558286988326,0.264756950623711,0.353584976179236,5.33646856672183,-0.273566468204254,0.0155021221279597,0.0277508777781574,0.0446770263899431,0.0626714720007539,0.0374909081197805,0.0529196414143246
"895","A","3","umc2071",1899.21,0,1,0,1,0,1,60.7245297565855,4.25002773699371,0.418220598997031,0.14424897473756,0.312349171634151,0.411559049125549,0.264757427537125,0.353585593119224,5.33646855571636,-0.273566564081506,0.0155019465323538,0.0277508950041858,0.044675971003886,0.0626699950908656,0.0374900275451761,0.052918395561368
"896","A","3","asg64",1899.61,0,1,-3.15990824240181e-12,1,0,1,60.7245139402685,4.25001799907657,0.418244200294353,0.14426448700612,0.312348084261183,0.411557514670733,0.264756427869232,0.35358431176701,5.33646700656942,-0.273567320380704,0.0155040075737534,0.0277518086704259,0.0446730640977184,0.0626659135163427,0.0374875251357901,0.0529148650189532
"897","A","3","mmp158a",1901.81,0,1,0,1,0,1,60.7253658561732,4.24833649088645,0.417089770499069,0.146587665665659,0.31242208419908,0.41166268399308,0.264972160259843,0.353871169182591,5.33643998724314,-0.273599363503617,0.0155507810635244,0.0277794289140747,0.0446803115129022,0.0626776494836682,0.037514429750672,0.0529526969776948
"898","A","3","AY112199",1904.79,0,1,0,1,0,1,60.7246966976968,4.24996976548901,0.417978889257773,0.144323509510343,0.312353579725273,0.41156479121685,0.264770495481248,0.353603370680482,5.33645439202984,-0.273568978518774,0.0155225653678199,0.0277538763866191,0.0446868739376325,0.0626852967628209,0.0375000106801535,0.0529325167494791
"899","A","3","umc1892",1905.51,0,1,0,1,0,1,60.8527082748418,4.22596882088575,0.227429145220123,0.166109849076756,0.314461162370308,0.414686532226042,0.263237889490216,0.351097458293377,5.32475991794424,-0.269759531999408,0.0308730066665714,0.0219264424104607,0.0437635050796634,0.0613916879824777,0.0359223608847914,0.050683043276737
"900","A","3","php20905",1907.21,0,1,0,1,0,1,60.9623691073171,4.11793150839692,0.0831220405792521,0.327344260846801,0.308942933733549,0.407053683646091,0.267204828022646,0.356986671505278,5.31358463440259,-0.271916331315285,0.0473758137511831,0.0255662032916678,0.045757256964403,0.0641576098204868,0.0383660837617243,0.0541761736248404
"901","A","3","umc2049",1908.71,0,1,0,1,0,1,60.9627479947492,4.11775107440387,0.0825816762289228,0.327552020092274,0.308957818016281,0.40707073268004,0.267216517484154,0.357007360516987,5.31358244133042,-0.271969390881493,0.0473753944437897,0.025634932627006,0.045771693792692,0.0641781602452737,0.0383780835359676,0.0541934192594465
"902","A","3","mmp38",1912.61,0,1,0,1,0,1,60.6823563062088,4.3140363279235,0.443744207658243,0.0547765474171393,0.321924438248748,0.4232328598255,0.266082313931039,0.355410726095935,5.33692878753252,-0.275775758996587,0.0137149630420934,0.0298128022990884,0.0521275345516366,0.072964343705967,0.0427268885708616,0.0603344569967868
"903","A","3","gpm668e",1912.81,0,1,0,1,0,1,60.8500057090657,4.64550869226939,0.193060904402973,-0.346604640445519,0.342204840466867,0.448257567552445,0.264027588713798,0.351693223524691,5.33592117502287,-0.286566082206772,0.0137070876895789,0.0384691214548285,0.0454788768122019,0.0635517961124265,0.0348348311064308,0.0491005790259997
"904","A","3","umc121",1924.31,0,1,0,1,0,1,61.0077289942858,4.30333168989191,0.0169060659245017,0.0490268219646888,0.325221852474458,0.428350985538243,0.260115763216426,0.34640507598851,5.32412897054854,-0.277720497400364,0.0291502777355631,0.029737697987594,0.0488486900137838,0.0685585003608073,0.0383962159560239,0.0540799778150965
"905","A","3","gpm713",1926.77,0,1,3.15990824240181e-12,0.99999999999842,3.15990824240181e-12,1,61.0606474423931,4.26666876533559,-0.048384771943911,0.0944108054346702,0.322616976256406,0.425110331825493,0.258957377221261,0.345029896289832,5.32048161811465,-0.277576343535955,0.0337469414849083,0.0296757865969144,0.0455765170346701,0.0639997720303721,0.035846039316482,0.0505120776507591
"906","A","3","asg30c",1928.01,0,1,0,1,0,1,61.1375235839269,4.43454653220809,-0.147885560657172,-0.124504648935102,0.325574327446591,0.426551710932135,0.257645967741966,0.344651799858264,5.35966403951449,-0.297253660299199,-0.0146786959807754,0.0563096826276259,0.0439539197453838,0.0616060724674702,0.0350931103120509,0.0495152169290738
"907","A","3","csu32a",1930.01,0,1,0,1,0,1,61.1423110581029,4.43044686033229,-0.154311026864085,-0.119507146578411,0.325659368958466,0.426572012334104,0.258154810380445,0.345346583877197,5.36017686641913,-0.298266952486184,-0.0153871885745001,0.0577173832345413,0.0438276733411863,0.061428836489872,0.0350665625910134,0.0494725426777159
"908","A","3","umc1458",1937.21,0,1,0,1,0,1,61.0714192553956,4.34084947910649,-0.060572655637412,0.00123808315647637,0.328485352792671,0.432456449706403,0.260855694081432,0.347409244583043,5.33240287824032,-0.280876128291514,0.0191121253821345,0.0333057224097978,0.0456925028292624,0.0641455239668631,0.0358848774440417,0.0505473498516744
"909","A","3","gpm770",1938.67,0,1,0,1,0,1,61.1417227006417,4.18706446950298,-0.155572276028028,0.202099851503462,0.316985480310404,0.418078996646893,0.26311602896232,0.350756098120905,5.31186779604708,-0.269971878340716,0.0457772466956269,0.0220673226535498,0.0424171208760772,0.0595160028347918,0.0342241262253477,0.0482644611043772
"910","A","3","gpm336b",1938.92,0,1,0,1,0,1,61.1463339845234,4.17966588096922,-0.162572684287634,0.213066877507605,0.316653469223543,0.417643608445857,0.264867130908445,0.353105551421135,5.30999159431597,-0.270014167906168,0.0483640759158961,0.0222435282518124,0.0423474535296547,0.0594192146669909,0.0343812506086749,0.0484872026178213
"911","A","3","IDP3906",1942.08,0,1,0,1,0,1,61.0983243460369,4.08337284689822,-0.0960785200408919,0.328819026223954,0.321049905107237,0.423696934397411,0.260850441283217,0.347357737205312,5.31549139536684,-0.265988885451709,0.0400729490979037,0.0162637700254181,0.0447186442152948,0.0627284183199645,0.0354646306334118,0.0500028957282976
"912","A","3","bnlg1325",1943.28,0,1,-3.15990824240181e-12,1,0,1,61.1131494945709,3.99076632839407,-0.131700169833511,0.514679192367836,0.303016215296529,0.400010417435601,0.273962143046126,0.365431554777372,5.28316842461581,-0.266268096903064,0.0885958516647915,0.0182508756711999,0.0438147522255234,0.061484835603336,0.0373307530993496,0.0526615810157047
"913","A","3","bnlg1144",1947.01,0,1,0,1,0,1,61.021677802737,4.04974267079674,0.000451403670199029,0.422766085705691,0.306552396088326,0.404400031321543,0.273580773322499,0.364767641075228,5.2890098945233,-0.266604097629419,0.0795857010682989,0.0183281705927667,0.0489252068166205,0.0686071305614978,0.0414480328607559,0.0584498930833927
"914","A","3","gpm783",1953.62,0,1,0,1,0,1,61.1804051571252,4.70970994867916,-0.214388295514152,-0.523221826159598,0.321430743887613,0.423164452672552,0.261957394135292,0.34999960066752,5.36338834302062,-0.271154050880783,-0.0208199203970449,0.0211418163350189,0.0431839891227439,0.0604796558162219,0.0356504188266056,0.0504545934085701
"915","A","3","gpm854",1960.35,0,1,0,1,0,1,61.2619716789097,4.47001581503494,-0.326128574059485,-0.188982016184652,0.31964100702764,0.42096484781171,0.269486602405506,0.360186333814504,5.34031039704684,-0.272555633904411,0.0102280735403472,0.0257388255015016,0.0417120417436236,0.0584576567053958,0.0349462517391442,0.0494087316459926
"916","A","3","gpm648",1965.41,0,1,0,1,0,1,60.9306642506641,4.57336462672507,0.117359810986901,-0.304570330322174,0.321320378909652,0.423485323751725,0.260941365935442,0.348010547284054,5.33876181665769,-0.264984527582991,0.0122166301048796,0.0160113858643808,0.0439989151821338,0.0616071022693198,0.0354641120367425,0.0500808934825069
"917","A","3","bnlg1647",1973.31,0,1,0,1,0,1,60.9475348707373,4.04104045647726,0.0876060464968624,0.375504727189174,0.332999993079498,0.431176910930797,0.264414366568675,0.354099966323305,5.32720495995924,-0.340081427986413,0.0246546510381979,0.0986789903048484,0.0515609274041845,0.0719912824076344,0.0403818363085844,0.0569288019060959
"918","A","3","lim66",1994.81,3.15990824240181e-12,0.99999999999842,3.15990824240181e-12,0.99999999999842,3.15990824240181e-12,1,61.1600964522006,3.89876645663307,-0.191556174424576,0.603872337209545,0.288193380886654,0.381684841318173,0.284194450623696,0.376786335137312,5.14224844621293,-0.268585485479499,0.244241025873242,0.0128069800558738,0.0448077149771355,0.0631509854375014,0.0374663965124142,0.0526418647623109
"919","A","3","umc2258",1997.81,0,1,0,1,0,1,61.1973968009848,3.85995303622176,-0.231382652511729,0.630513012958298,0.289424271555239,0.383824300154386,0.277426016175699,0.367989311208935,5.13236689132686,-0.2621909455198,0.2450959262961,0.00706969389669708,0.0447695855733374,0.0630928861074809,0.0364626577853474,0.051288687690734
"920","A","3","bnlg1447",1999.41,0,1,0,1,0,1,61.2053089318734,3.84787706910419,-0.23924243167873,0.639790081797137,0.289891835637418,0.384429182656071,0.275661806415677,0.365633604594827,5.13232500879694,-0.262474268864486,0.243214440656836,0.0072602443777451,0.0448824615447022,0.0632542923232851,0.036340498691855,0.0511161882384828
"921","A","3","umc2259",2001.71,0,1,0,1,0,1,61.2308404583146,3.83506989358792,-0.266250559571525,0.639394151372031,0.29248628363256,0.387972709446111,0.273853541832513,0.363208779707893,5.13216279674857,-0.261806628903218,0.238714017346307,0.00649651105992265,0.0443140017492902,0.0624599578426356,0.0354575922381509,0.0498745496834346
"922","A","3","mmp79",2009.31,0,1,0,1,0,1,61.737040691654,4.40691219645354,-1.1675940275257,-0.105698149539336,0.289042212048854,0.380489431661667,0.291389403799936,0.389796606780624,5.24722055065279,-0.291898730301767,0.141974072471044,0.0476582164647844,0.0402658066355246,0.0566686185018747,0.0366435327740397,0.0515989762473562
"923","A","3","gpm547a",2010.18,0,1,0,1,0,1,61.7785338880512,4.40373722066073,-1.2539317559586,-0.103650193904313,0.287594156147147,0.378434179146535,0.289725498943204,0.387712913344986,5.2496695620514,-0.293082843894593,0.139049367856968,0.0495770678754159,0.0398093637223004,0.0560234275219695,0.0362529620004393,0.0510467520247005
"924","A","3","mmp186",2015.31,0,1,0,1,0,1,61.3879501026165,4.44372328610286,-0.644110474093652,-0.173125185194529,0.292560735289559,0.385007345813816,0.295426868692632,0.395850651806101,5.2966460847775,-0.296449232824201,0.0833386058284084,0.0621756105276571,0.0405101082342805,0.0570541933545217,0.0385259879584902,0.0541372857317789
"925","A","3","gpm580b",2017.5,0,1,0,1,0,1,61.396326564285,4.4530628270589,-0.659118658484143,-0.189907522331955,0.292569763305495,0.384914101844729,0.296147059193156,0.396784590514767,5.29572766116271,-0.297494978155801,0.0847439442399072,0.0634169039048067,0.0410644356184893,0.0578314113777752,0.0391134069936998,0.0549483766070097
"926","A","3","gpm423a",2017.7,0,1,0,1,0,1,61.3960394309335,4.45282634774489,-0.658719402150494,-0.189518600874154,0.29253981901858,0.384875473933696,0.296140988261227,0.396779408308677,5.29567159134435,-0.297486896146188,0.0848469911401271,0.0634099568972398,0.0411305744809315,0.0579246417464938,0.0391761654080139,0.0550368389661753
"927","A","3","asg48a",2022.71,0,1,0,1,0,1,61.2757090811388,4.61049352985049,-0.429446591221764,-0.483049418604676,0.288242040617069,0.377852824615893,0.294850751237228,0.397756685766469,5.25583580011054,-0.29910270058817,0.140684504529964,0.0633637008520949,0.0410629664781583,0.0576129294104454,0.0379294200202185,0.0536431441946748
"928","A","3","bnl8.35a",2023.41,0,1,0,1,0,1,61.2789501565387,4.61320793825193,-0.434316761024009,-0.487181046931024,0.288271116331988,0.377897260655904,0.294794954424694,0.397631246609371,5.25533484982677,-0.299031696580775,0.141197535188501,0.0630733377608224,0.0413055914663655,0.0579536429056816,0.0381323925636025,0.0539292704666402
"929","A","3","npi276a",2024.01,0,1,0,1,0,1,61.3146994140076,4.62679266703398,-0.492877615002949,-0.511153168516865,0.288612612693298,0.378270556594767,0.295345486802438,0.398407495743222,5.2530546028674,-0.300551701579602,0.143560052274727,0.064221611051547,0.0424798138995093,0.0596060492806922,0.0391882380626606,0.0554250764575627
"930","A","3","uaz159b",2027.31,0,1,0,1,0,1,61.4859207022331,4.92154810011378,-0.798054220317431,-1.06677457832856,0.292462904628734,0.380895798428309,0.292691881308367,0.39681565611572,5.2885053077802,-0.329372901581516,0.0927619919710074,0.0961811367767931,0.0388903977719851,0.0545454977094686,0.0364348209427194,0.0515999455066268
"931","A","3","umc1030",2029.01,0,1,0,1,0,1,61.4222144285333,4.92535728192317,-0.661844952445985,-1.02083824455335,0.297594767971151,0.387699624694142,0.28884885120989,0.391047798745761,5.30131806813286,-0.328952272481047,0.0714974658256068,0.0964434192309214,0.041306099350263,0.0579446684787405,0.0381656894279892,0.0540291274796324
"932","A","3","gpm810a",2029.72,0,1,0,1,0,1,61.4377853035937,4.83508816070086,-0.705827128107907,-0.872450916457416,0.297786511651147,0.387162744337959,0.285463302542764,0.387976251612707,5.3206045443216,-0.344086235156262,0.0426229618657168,0.123661048560979,0.04110183068408,0.0577345628835021,0.0382424641164286,0.0540185695876387
"933","A","3","gpm420c",2031.65,0,1,0,1,0,1,61.2316337924862,4.72425177403659,-0.29158725134373,-0.546234740637014,0.316096341783504,0.408972609432874,0.265356827028838,0.3590587597738,5.34554989179339,-0.36650045415737,0.00336861854955216,0.142151488049496,0.0449725174213646,0.0631465432681969,0.0376729793325523,0.0531383274637028
"934","A","3","umc1772",2033.51,0,1,0,1,0,1,61.227417706369,4.72159780508498,-0.286436128110698,-0.54396731791282,0.315954622144069,0.408772250581825,0.265318633773152,0.359105244678033,5.34633730059064,-0.366679307595365,0.00230312572096967,0.142912648656791,0.0446322061917893,0.0626684374701491,0.0374244871814014,0.0527891010953895
"935","A","3","npi446",2033.81,0,1,0,1,0,1,60.9165172465113,4.83595186188364,0.138864370141648,-0.662322081960967,0.321003152361259,0.415165514663352,0.263291163454968,0.355377797135633,5.3463707739113,-0.36886686481144,0.00250065636131767,0.141202044336721,0.0435134800237121,0.0611052600257826,0.0356356116864443,0.0502460985391067
"936","A","3","IDP697",2033.83,0,1,0,1,0,1,61.0045323889499,4.70189232449783,0.0229165259801895,-0.495406263371899,0.320325294316652,0.414738837930737,0.266489100092227,0.359969903309954,5.34874116275224,-0.364573635099917,-0.000534063279265706,0.139883628736282,0.0490809312562848,0.0689268451824751,0.0408454809342354,0.0575891949603069
"937","A","3","umc2000",2036.91,0,1,0,1,0,1,60.8525905095451,4.50171287194048,0.225709824940858,-0.214992432075791,0.328885026879881,0.423904100101659,0.262608299213569,0.356649576496433,5.39514725400863,-0.38972944641685,-0.0655084153997563,0.180079881295436,0.0418918482844137,0.0588339503588078,0.0347960154660241,0.0490809071580509
"938","A","3","umc1608",2038.01,0,1,0,1,0,1,60.4954627726952,4.66031388935588,0.666892877284621,-0.396222294699189,0.337976622867616,0.434926776850044,0.256395724323774,0.347136224533816,5.42121251640053,-0.388564614756931,-0.100775703677981,0.178329056269769,0.0428951375712934,0.0601334825061696,0.0344801908256468,0.0486525386684842
"939","A","3","gpm320d",2040.36,0,1,3.15990824240181e-12,0.99999999999842,3.15990824240181e-12,1,60.4009684589211,4.7884208903037,0.775999313470756,-0.550318624859984,0.337092538990309,0.435353470274567,0.25363851117845,0.34232949598407,5.41409503295154,-0.363694745242271,-0.0904328532911753,0.146369127774821,0.0442445204361631,0.0619501597255041,0.0350710718562984,0.0495089620850484
"940","A","3","umc2158",2046.61,0,1,0,1,0,1,60.4299382729165,4.76689552254427,0.75482840251485,-0.536647212019337,0.338247455295522,0.434928960114951,0.252433432422618,0.342067733815078,5.43423089728092,-0.392464880488592,-0.121655122403086,0.188579803516256,0.0432211736191641,0.0606203875426262,0.0345947436811297,0.0487936827075465
"941","A","3","umc1495",2047.41,0,1,0,1,0,1,60.4305986981648,4.76883731276183,0.754301567618938,-0.539404741895632,0.338148997076984,0.434800863722306,0.25236325421545,0.34198995494946,5.43417669648783,-0.392398905854993,-0.121639902360053,0.188592993204304,0.043192106345458,0.0605797512280306,0.0345725546239058,0.0487642078447141
"942","A","3","nfc104c",2050.23,0,1,0,1,0,1,60.3341898382459,4.86664395134795,0.916214017823364,-0.696046660331892,0.335583530963798,0.433241535951923,0.250664788378757,0.340305195269678,5.44803924497092,-0.379110527984037,-0.151895251789104,0.186559076031965,0.0416905503174889,0.0585755057683238,0.0340498546950874,0.0479824209624545
"943","A","3","umc1392",2051.11,0,1,0,1,0,1,60.2599246837601,4.90468185143472,1.06620492546967,-0.783301408254431,0.327869359908413,0.423925128979583,0.252961378016969,0.344507598918774,5.43017378228914,-0.371356738419876,-0.132504533132679,0.182239359460785,0.0411983947505495,0.0578814018102542,0.0344695986048596,0.0485871262163337
"944","A","3","umc2033",2051.71,0,1,0,1,0,1,60.5464954971602,4.70024341885147,0.710113105796881,-0.534254856380711,0.319136501363903,0.413182058695992,0.258166009881384,0.352310811994841,5.41085826870036,-0.370540919393115,-0.103622178167757,0.181905817081459,0.0416865276825371,0.0586508221985756,0.0360420049310639,0.0507473285161656
"945","A","3","IDP1475",2053.06,0,1,0,1,0,1,60.6350116834256,4.60373668656757,0.548507128088084,-0.368055623422817,0.321345515677378,0.414494173359161,0.25817146873168,0.351853071199804,5.3974786489993,-0.382629048206191,-0.0751875854830032,0.183267671725079,0.0402705426020366,0.0565678508106729,0.0339238258636797,0.0478286646842124
"946","A","3","IDP1455",2053.07,3.15990824240181e-12,0.99999999999842,3.15990824240181e-12,0.99999999999842,3.15990824240181e-12,1,60.635011729871,4.60373632553087,0.548507076062558,-0.36805510692685,0.32134550225908,0.414494156004633,0.258171462326402,0.351853062775591,5.39747860842607,-0.382629041619216,-0.0751875237706347,0.183267654266291,0.0402705435515556,0.0565678521615349,0.0339238260216704,0.0478286650218529
"947","A","3","haf101",2053.51,0,1,0,1,0,1,60.4883195461955,4.55359595991263,0.727330369189551,-0.280837339461299,0.324494671358605,0.418851090219723,0.259273125532302,0.351745458169186,5.38936399835881,-0.37919471407614,-0.0614373527666058,0.170382781170611,0.0456934457076926,0.0641804263348351,0.0379085047786676,0.0534376318231609
"948","A","3","psr754b",2056.02,0,1,0,1,0,1,60.4958400030451,4.37368909318134,0.730588490638374,-0.0423323922286021,0.322633051152691,0.419023119834048,0.260329956431099,0.351525475125233,5.38814767751169,-0.356309227829525,-0.0608314640581006,0.141584350708116,0.0433400582186829,0.0609909945293456,0.0363113512896332,0.0511129543232296
"949","A","3","umc1742",2059.02,0,1,0,1,0,1,60.4316546401933,4.49230037148171,0.77560510739115,-0.193861523429649,0.331430703426181,0.428526426520935,0.256065320018406,0.345951043088551,5.40960242823024,-0.37592997181862,-0.0887747133945087,0.164388131908432,0.0470369689904118,0.0661511760131667,0.0383020653397768,0.0539355986022994
"950","A","3","umc2117a",2060.22,0,1,0,1,0,1,60.4828677531601,4.50298233906028,0.717889843367996,-0.211117168265801,0.330943515461294,0.427723218200791,0.256850217599859,0.347612973537019,5.41301032601717,-0.378846615730715,-0.0945300268336434,0.171098571197037,0.0541105501418485,0.0761002677386961,0.0444313829842198,0.0625680424095947
"951","A","3","IDP2374",2060.23,0,1,0,1,0,1,60.5546017473967,4.5307114519569,0.633576982837239,-0.253315540113736,0.329069612874856,0.425220809475644,0.25572173590739,0.346817741230964,5.41628063845723,-0.379734879284139,-0.100763802827272,0.176381956196498,0.0431117690043699,0.0606331253491517,0.035614971815673,0.0501542659768711
"952","A","3","bnlg1113",2060.83,-3.15990824240181e-12,1,0,1,0,1,60.5731985284011,4.54097819926815,0.611163846587549,-0.268739258118984,0.328357602649514,0.424277562942498,0.255039605866329,0.345993293987036,5.4168368386284,-0.379374061706043,-0.102039746709459,0.177007782556882,0.0422889047029846,0.0594763111369543,0.0349524012061919,0.0492216293881905
"953","A","3","IDP1460",2061.13,0,1,0,1,0,1,60.5823282077635,4.54651713862414,0.600074688940107,-0.277054825010835,0.327973941783174,0.423766546552571,0.25464724101306,0.345487836521761,5.41706162944796,-0.379106592906367,-0.102608892225716,0.177199631785753,0.0419501792571664,0.0590001819046596,0.0346745389053973,0.0488305531480894
"954","A","3","gpm780a",2061.63,0,1,0,1,0,1,60.5642508120326,4.49188458600544,0.60664145348201,-0.196731422125599,0.333979264215743,0.431650793637921,0.255633996292975,0.346105036339502,5.42867981126471,-0.38077842832431,-0.116995139887054,0.176825713403163,0.0442471522766912,0.0622570844078681,0.0362832382275498,0.0511028391700125
"955","A","3","IDP154",2062.05,0,1,0,1,0,1,60.5642950743868,4.49186035060445,0.606601584881619,-0.196704878695854,0.333978344429684,0.431649606711793,0.255640265476277,0.346113777481698,5.42867850961732,-0.380777169961355,-0.116996514592921,0.176829169640834,0.0442460053977491,0.0622554731693992,0.036283249927937,0.0511029196077527
"956","A","3","bnlg1638",2063.13,0,1,0,1,0,1,60.6468000724665,4.63442801556057,0.497277228941942,-0.387423036855755,0.33064184983878,0.42717982317176,0.256662041077761,0.347321847971767,5.4110736607915,-0.381030096473136,-0.089508777342727,0.172375423967868,0.0408691154590632,0.0574910314243203,0.0334650393626501,0.0471269622415124
"957","A","3","gpm289a",2063.66,0,1,0,1,0,1,60.6967667403312,4.65261979312487,0.425562132614114,-0.406300665522023,0.330185494365998,0.426833576671212,0.254889062240852,0.344384736699656,5.40530961409871,-0.377643891857317,-0.0795730699302671,0.164227340027181,0.0407988958424394,0.0573935805538318,0.0330337615273248,0.046509600940546
"958","A","3","mmp144a",2066.93,0,1,0,1,0,1,60.3871192234723,4.7863006218967,0.819280979697436,-0.563127422538452,0.334016806343942,0.42946932431928,0.25774826613409,0.349669018595908,5.40765362769045,-0.383760735529842,-0.0847215318788436,0.175111766563777,0.0446152028112119,0.0624028958454163,0.0361792225912189,0.0510677681586729
"959","A","3","mmp36",2073.43,0,1,0,1,0,1,60.4083695434147,4.68059940829047,0.758542360367085,-0.407337268410555,0.341984071417552,0.439778848899979,0.25460917478164,0.34383868200822,5.42845974984891,-0.384448680844362,-0.109200704628505,0.171620843363921,0.0453496757311727,0.0634617834291216,0.0359047638222466,0.0506325493880183
"960","A","3","IDP94",2075.63,0,1,0,1,0,1,61.0602336014731,4.83638670975252,-0.0453558845958686,-0.593466947705016,0.346056039454221,0.451375411996614,0.254388197040214,0.339728130791163,5.4335363518014,-0.336862409095868,-0.109231712936099,0.104906879634534,0.0483997598134248,0.0681278584754138,0.0377826098082093,0.0531250957238153
"961","A","3","IDP2443",2080.43,0,1,0,1,0,1,61.1247812074159,4.82815534329537,-0.117757123712203,-0.559557115344537,0.349375148623474,0.456696834748651,0.254785048190102,0.339262052404137,5.41668447649681,-0.321952290246781,-0.0821406405757225,0.0798590101365355,0.0484650977294343,0.0681481099002375,0.0369368205420447,0.0519539471274975
"962","A","3","mmc0312a",2082.73,0,1,0,1,0,1,60.8259251626754,4.70864120997249,0.2142476004431,-0.404818713524735,0.354849686081464,0.46225727732005,0.255313762422296,0.340004240121455,5.40709298805433,-0.32336136152236,-0.0668318892660111,0.0796050725254318,0.0453477394653823,0.0635289751944573,0.0337719600566094,0.0475603933454685
"963","A","3","umc1908",2083.63,3.15990824240181e-12,0.99999999999842,3.15990824240181e-12,0.99999999999842,0,1,60.7236002577072,4.72605781451202,0.320370610241603,-0.414548456185492,0.355376250222255,0.463251854406558,0.25234412658922,0.335990639930993,5.40565934941818,-0.319487759939179,-0.06434419484294,0.0744440561077503,0.0442906523266762,0.0620455457253753,0.032513296733632,0.0458005854656253
"964","A","3","npi247",2083.83,0,1,0,1,0,1,60.7105307545501,4.72288239824883,0.333579506736826,-0.409711229484709,0.355216371318722,0.463135015882653,0.251799574246125,0.335248854579395,5.40462620926113,-0.318507164646525,-0.0630518973532833,0.0732048504126427,0.0441836815294711,0.0618956550675688,0.0323602626794469,0.0455839597640573
"965","A","3","php20509",2084.73,0,1,0,1,0,1,60.7106557068366,4.72305844730315,0.333459610811641,-0.409924914653842,0.355214950106479,0.463133714528128,0.251809342816401,0.335261612854698,5.40462066469208,-0.318497388949309,-0.0630477045585322,0.073196180467573,0.0441850934125198,0.061897575770064,0.032362574495369,0.0455872051847266
"966","A","3","ufg44",2084.93,0,1,0,1,0,1,60.7940280199476,4.87846316838756,0.251740798138577,-0.60110464752877,0.350943849136755,0.458552070944799,0.254152654254336,0.338604816535887,5.39958675683802,-0.308911488136538,-0.0588850421708122,0.0634686635366672,0.0476054669495835,0.0666915789769137,0.0355708477471787,0.0501254789013703
"967","A","3","mmp69",2085.63,0,1,0,1,0,1,60.7998518474825,4.88929691145507,0.245244256783761,-0.611866767957248,0.351742710183608,0.460126200282682,0.255127315490655,0.340179761341106,5.40031616056631,-0.308727157536936,-0.0596924607770781,0.0631592012458767,0.0473208710717425,0.0663766382004144,0.035423072973976,0.0499671248094003
"968","A","3","AY109870",2089.53,0,1,0,1,0,1,60.8784123851453,4.87860356281996,0.157518980839308,-0.589530928825778,0.35621070385715,0.465350192386056,0.25270088673058,0.336493078497449,5.42652027185208,-0.328531884940279,-0.0904514330541349,0.086431792565102,0.0466680100428009,0.0656831672322314,0.0347034025177627,0.0488442833784997
"969","A","3","AY107193",2093.03,0,1,0,1,0,1,61.2716091237446,4.69847938543218,-0.294842619915596,-0.418121833296173,0.341791812935201,0.447406962966591,0.253156131505239,0.337577375788459,5.40199121658584,-0.320459516269809,-0.0662101073129875,0.0789282539650815,0.0470239996248981,0.0662150137534981,0.0361441967707272,0.0508691560070091
"970","A","3","gpm210",2093.05,0,1,3.15990824240181e-12,0.99999999999842,0,1,61.2716084440935,4.69848001089733,-0.294841739557607,-0.418122326072613,0.341791861503602,0.4474070280886,0.253156126004667,0.337577344371481,5.40199129779609,-0.320459537224028,-0.0662101882917125,0.0789282618262868,0.047023998552691,0.0662150125920208,0.0361441916078237,0.0508691446315222
