"","chr.type","chr","loc.name","pos","mQTL.lod","mQTL.asymp.p","vQTL.lod","vQTL.asymp.p","mvQTL.lod","mvQTL.asymp.p","m__est__(Intercept)","m__est__BreedTypeInbred","m__est__mean.QTL.add","m__se__(Intercept)","m__se__BreedTypeInbred","m__se__mean.QTL.add","v__est__(Intercept)","v__est__BreedTypeInbred","v__est__var.QTL.add","v__se__(Intercept)","v__se__BreedTypeInbred","v__se__var.QTL.add"
"215","A","1","IDP2367",432.06,1.37390410200721,0.241142235925938,0.000839338594352382,0.976887447633757,1.37921824840725,0.501772161332859,5017.14223698434,-292.985778536207,192.265373093094,326.973593358194,316.075734942888,76.1735028204077,15.790783481578,-1.38194439258852,-0.0046052202712015,0.578075256606625,0.531792427682457,0.2201676601787
"216","A","1","IDP2412",434.36,1.62361433888365,0.202588555200172,0.00134992826633747,0.970691222441197,1.62379486369956,0.44401477865281,5022.65025671835,-314.639461494283,207.750085620952,322.407431476155,314.715817885206,75.740041598665,15.7700727769308,-1.37607807922603,0.00590512536540262,0.556593578034201,0.525700937567276,0.216259810864719
"217","A","1","gpm429c",434.37,1.62353173079086,0.20260004050012,0.0011522722982154,0.972920900115251,1.6238006620275,0.444013491383027,5022.53255262676,-314.70912828932,207.797831612521,322.413027659432,314.701637862508,75.758896423034,15.7705958103139,-1.37605387014569,0.00546306874787195,0.555811093869233,0.524931951573258,0.215976530564237
"218","A","1","AY109678",435.68,1.63446885895819,0.201086055112299,0.000641898091288623,0.979787192335018,1.6418912841694,0.440015360661575,5020.21339892156,-317.166532115875,208.677541118971,322.371657078683,314.385374632522,75.7920705965376,15.7817577997743,-1.37571364463474,-0.00392667731791629,0.558731380348411,0.527624335845896,0.216895860202356
"219","A","1","IDP194",435.73,1.63396384285994,0.201155668848705,0.000675983745402428,0.979257587778669,1.64150275950534,0.440100847374823,5020.25028472197,-317.192153899015,208.641793506504,322.370305890093,314.381874596842,75.7908610855935,15.7818816972053,-1.37569839920603,-0.00403165461166528,0.558787197926485,0.527680585185874,0.216911456799559
"220","A","1","mmp143",436.28,0.978173780931657,0.322650086485368,0.155120862534838,0.693688937507388,1.11835271937678,0.571679728462726,5092.99703645293,-333.1754041804,159.792607602101,322.38787701704,316.070716675331,75.2946441616644,15.7011669644359,-1.374674561001,0.0642141895603506,0.549342691847232,0.517733118124209,0.214110857197699
"221","A","1","gpm540b",437.09,1.10042226368031,0.294173453761843,0.10360181490738,0.747549394756105,1.18642999072643,0.55254798683423,5077.44671322457,-334.255278930604,170.790166245675,322.563257149439,315.735893395149,75.8263232575185,15.714480555728,-1.37511469526169,0.0526920453988438,0.556421159169992,0.523438548134576,0.217637839305946
"222","A","1","csu1138",437.38,1.03091351682738,0.309944205394138,0.14553629719411,0.702838059336677,1.14004055117799,0.56551397245442,5085.47857713572,-339.244874118908,165.326892666717,322.590839155807,315.920865531574,75.7944672565436,15.7040981189292,-1.37725950496761,0.0617163847409015,0.552769339669318,0.519401517308797,0.216584612101261
"223","A","1","rz323a",437.68,1.04153268781822,0.30746527702924,0.0657152863887129,0.797680646688963,1.08217688182118,0.582114310402306,5080.17171030081,-342.009360301169,168.029622182283,322.81343861867,315.338424067857,76.6190022353857,15.7269530455912,-1.37382512761537,0.041713256030158,0.561380513567909,0.52648379205508,0.22075307779227
"224","A","1","AY106439",438.38,1.03780213459261,0.308333188723138,0.0616934774441135,0.803839077995143,1.07518396973506,0.584153209884709,5080.56177194497,-342.188815888616,167.65610763225,322.789846588535,315.300221819796,76.585246666223,15.7284251104642,-1.37351404456872,0.0404254272532128,0.563007723794572,0.528109195635686,0.221280269820681
"225","A","1","gpm519",438.44,1.03780709674011,0.308332032170172,0.0616942256136131,0.803837912816612,1.07518934645678,0.584151639472193,5080.56105416716,-342.18888598704,167.656715393097,322.789874673436,315.300226369186,76.5853385586904,15.7284248099113,-1.37351418278262,0.0404256958679786,0.563004491992612,0.528106035171742,0.221279205961767
"226","A","1","IDP676",439.48,1.04011493108501,0.307794743488294,0.0642598923757134,0.799885454159457,1.07957067750056,0.582873359269437,5080.31885953489,-342.073751834825,167.890234278624,322.805099105173,315.324696579402,76.6073233750671,15.7274798674513,-1.37371206671492,0.041251936506543,0.561880838537893,0.526987811756083,0.220910365139339
"227","A","1","mmp101",439.58,1.05272515631682,0.304880292713694,0.115995936489684,0.733418461383694,1.13544442959603,0.566815052349021,5082.14322595691,-340.304690190914,167.423429843013,322.61502722723,315.72981807813,75.9437780455328,15.7115198457626,-1.37652896131085,0.055209394009663,0.55662648531732,0.522884197685887,0.218145789256525
"228","A","1","IDP2551",441.56,0.843050560209511,0.3585257640895,0.157219853704211,0.691729135768425,0.966347860206537,0.6168225300367,5106.32106823584,-344.971843283337,149.737024289167,322.63364445491,315.927391822098,75.9688000137892,15.7002786531501,-1.37702578284137,0.064805054441043,0.568668675980816,0.533590301772909,0.22332422783617
"229","A","1","IDP1407",442.3,0.843015471655029,0.358535766184105,0.157246087979343,0.691704737184599,0.966333319308324,0.616827014629815,5106.32615757454,-344.972216651721,149.733118384731,322.633596826981,315.927550500639,75.9683922773061,15.7002729524585,-1.37702690227582,0.0648100534065127,0.568612293492054,0.533537615764306,0.223301365961222
"230","A","1","AY110396",443.88,0.841283448782805,0.359029961668438,0.156371875481101,0.69251905032178,0.963976944372443,0.617554180773241,5106.42805686678,-344.935544465443,149.628504573587,322.644769732275,315.923068657799,75.9946429212468,15.7004077860634,-1.37694390383123,0.0646776077176276,0.567720284338483,0.532647521816894,0.222994751410718
"231","A","1","umc1626",447.13,0.824773654611025,0.363788148101893,0.0736362938372433,0.786114100876769,0.874786470295702,0.645717462677275,5103.70276258817,-347.476859549203,150.606087484076,323.044092173536,315.355481414048,77.2406524859888,15.7231546635303,-1.37232168111715,0.0446765708590241,0.565436898625417,0.528934446068039,0.223519958168276
"232","A","1","umc1676",449.18,0.824429048299795,0.363888390481483,0.0715114405120245,0.7891487039495,0.872747423434123,0.646376122462634,5103.44247933267,-347.614352383973,150.78532980508,323.085251582663,315.338918003274,77.349094453816,15.72389188083,-1.37220491869228,0.0440473677065814,0.565670809451688,0.52900564686598,0.223774209113347
"233","A","1","IDP1675",449.2,0.824467328164305,0.363877253381349,0.0715022635920219,0.789161914036157,0.872774458895498,0.646367384983344,5103.43869683366,-347.614616223453,150.788616334922,323.085068847632,315.338839547505,77.3489385083008,15.7238958093175,-1.37220475610316,0.0440441939284269,0.565673760521153,0.529009367406372,0.223775071544169
"234","A","1","umc2231",451.88,0.817448073654403,0.365927347139468,0.0651488116951978,0.798535689761485,0.860888408014753,0.650220200145421,5103.23592080354,-348.084174770304,150.847179034624,323.270260731453,315.329592922079,77.7081634531022,15.7262065511924,-1.37212201471317,0.0422769784896438,0.566108613564235,0.528848968429236,0.224500053173914
"235","A","1","umc1703",452.28,0.816474973009126,0.366212820848833,0.0641647624286148,0.800030489759727,0.859159657519607,0.650782477366146,5103.22672252528,-348.153050310041,150.841064178847,323.286452377645,315.320597263793,77.7519132588794,15.7265612858082,-1.37204470755014,0.04196774406188,0.56616984811091,0.528844100578072,0.224588578779471
"236","A","1","AI855190",463.08,0.602697576519494,0.437550625507644,0.69305255281668,0.405128031039758,1.23161410311845,0.540204746252838,5098.80397999583,-324.306012526694,128.871770472932,311.468490858518,307.173973864305,77.4141048249386,15.5462416595622,-1.33577739996239,0.143698293577051,0.547105169612655,0.51300483477146,0.224069472465301
"237","A","1","IDP653",464.32,0.590489137020376,0.442230034781562,0.686625610859407,0.407314512500789,1.21557979235486,0.544553058900055,5099.63806957371,-325.04825529262,128.241588043005,311.641288950428,307.215565321721,77.8345041086361,15.5467323924159,-1.33650607669736,0.143385260602797,0.547124213479306,0.512445211278488,0.224746897015488
"238","A","1","IDP34",464.33,0.590489871110114,0.44222975110075,0.686624775695461,0.407314797749158,1.21557985172401,0.54455304273523,5099.63799589741,-325.048298860313,128.24167338353,311.641290989602,307.215565847525,77.834507837721,15.5467324925791,-1.33650605946941,0.143385187169388,0.547124212540771,0.512445215192681,0.224746904218749
"239","A","1","umc1906",465.39,0.768006424564912,0.380834488246366,0.437589961673597,0.508287977761911,1.16956252861161,0.557227734078018,5084.00948248728,-335.842461730933,147.26858216266,313.28851410529,308.051704075382,78.3921024891581,15.5854694364157,-1.33437056287637,0.116068037092745,0.563063853730347,0.527717273377739,0.230790527971811
"240","A","1","umc1903a",466.29,0.768524894336087,0.38067377523532,0.437516194798472,0.508323725011893,1.17007627458718,0.557084615707499,5083.9372866852,-335.841922454178,147.326598786963,313.291290287331,308.051661640471,78.3965736416928,15.585475380837,-1.3343648566339,0.116061330839867,0.563345136409401,0.527968913351082,0.230910692796752
"241","A","1","mmp124",467.79,0.678112662583731,0.410237380472672,0.554001146585301,0.456687420854328,1.18489970144099,0.552970927751054,5092.37172607755,-330.400474521561,137.403572184592,312.365820167879,307.63110930457,77.8361044888983,15.5660100684422,-1.33498545796333,0.129741757097927,0.551000229523184,0.516644076835499,0.225645069369478
"242","A","1","umc2232",469.29,0.602829929145486,0.437500312465276,0.69948447693571,0.402956971691872,1.23724570652119,0.538685776371865,5098.92205452284,-324.324965494257,128.680410619403,311.403148477594,307.160743765141,77.2888783896324,15.545699855742,-1.33604156840782,0.144063006485906,0.546543284712118,0.512654343338863,0.223650547936753
"243","A","1","umc1395",470.09,0.662732704204724,0.415596850486002,0.823800595657379,0.364071299245082,1.4124990824365,0.493491550804718,5090.69709922283,-319.021598859688,133.09581481068,310.331477416576,306.58895574123,76.2363835383734,15.5295049503205,-1.33379155954358,0.154938009939537,0.548847917063713,0.516145884854966,0.222929018021318
"244","A","1","umc1321",471.59,0.471475451953562,0.492309173653724,0.643250265102871,0.422536274006293,1.0623236203054,0.587921519545183,5115.30005729798,-326.549999615406,115.773404214483,312.25432667947,307.60972824824,78.6540792413631,15.5519189342662,-1.34043175549167,0.140543737233187,0.558833639747607,0.522078991614655,0.231433222413498
"245","A","1","umc2233",472.89,0.242796901750026,0.622193302918999,1.08290026663914,0.298049651434314,1.32288582600057,0.51610610076496,5129.59358837982,-291.155075594753,82.3460171462152,310.228017761626,306.109122970226,78.0324211454817,15.4771547984619,-1.34696356516207,0.191969172578623,0.562445974887326,0.519833982715216,0.234440656887977
"246","A","1","umc1603",474.29,0.105363084614681,0.745486247048691,1.65712481886207,0.197991972576959,1.75356674734376,0.416119261432415,5137.39255286436,-253.878327828998,53.0493999184907,308.252137035988,304.985192475332,76.2850432702016,15.4129673081186,-1.35924478327457,0.236949681921566,0.556600322537674,0.51100982195668,0.230956623403302
"247","A","1","gpm692a",474.55,0.0906500740028564,0.763352342227848,1.76162199760291,0.184422330736512,1.83816848404879,0.398884155227397,5138.12384301633,-248.138557088207,48.991855119751,307.99503679286,304.863804868335,75.9425058797567,15.4046563019315,-1.36163419626015,0.242786165283754,0.556054626025196,0.510180895206185,0.230241935431969
"248","A","1","gpm29",479.54,0.0911002632688545,0.76278303113141,1.77525117861208,0.182733537230305,1.85169835181518,0.396194837076199,5137.60827837342,-247.792023527477,49.1263244092382,307.990377765078,304.844401408822,75.9619119029393,15.4034142803798,-1.36183223379995,0.243610104285106,0.556067637126551,0.510005336320797,0.230311908851502
"249","A","1","gpm349",481.2,0.203762234227025,0.651701064445464,1.3171682822708,0.251100888463558,1.48479348371489,0.475971765894587,5115.9309088327,-268.664007884055,75.378132045698,314.446583033028,307.882620277201,77.9180181700478,15.441798660941,-1.35898596735176,0.213877070542689,0.575130434112439,0.513346237346258,0.23719280889971
"250","A","1","gpm150b",483.14,0.232353840063277,0.629783957695805,1.90972570817845,0.166993730619132,2.10153331617602,0.349669569319738,5078.91675752909,-231.39194609566,78.0577556998745,307.211700201475,304.391431938453,75.5078451168416,15.3891510898312,-1.36632638238588,0.253770795802789,0.565210631207007,0.518549099626812,0.234076505449884
"251","A","1","uaz276",484.29,0.232658049686083,0.629559890651488,1.90736217765169,0.16725656684414,2.0995867530821,0.3500100619298,5078.91466650698,-231.476675454804,78.1039628448048,307.221671226258,304.402193876495,75.5032826509181,15.389374303065,-1.36637484123094,0.253643458016634,0.565605279543635,0.518931418723858,0.234222945643352
"252","A","1","IDP2452",488.4,0.421679370683471,0.516100258270014,0.326198409287029,0.567906223694243,0.711064653311069,0.700800289223318,5159.71703480289,-362.035641470811,109.663487038651,324.750328899546,319.985781150778,78.7976020566628,15.6832040428394,-1.43061653569265,0.104250038345489,0.560110819836308,0.528113555710293,0.231554730633849
"253","A","1","gpm931b",488.95,0.416269662750537,0.518804303468245,0.313889263244226,0.575303326731757,0.69520239415317,0.706380526668218,5159.8154593089,-362.526809857669,109.661683874909,324.870800209966,319.912546049476,79.3134645172342,15.6845124150199,-1.42949515633014,0.102627280720656,0.561273502297259,0.528568289742844,0.232812577292617
"254","A","1","mbd106",491.44,0.383218241908254,0.535885900370528,0.258302390277716,0.611288841333196,0.612100204962101,0.736349725583698,5164.03624726996,-363.994539880804,106.576820186482,324.937244142011,319.495880788319,80.3504121959767,15.6915858464422,-1.42316144076019,0.0939283257991539,0.567664368977492,0.533528572774168,0.236904644585213
"255","A","1","gpm618",493.66,0.383260534861958,0.535863398240081,0.258468734994716,0.611174111265145,0.612280721698315,0.736283266858384,5164.01688307753,-363.991236620605,106.591268270118,324.940612060181,319.497567602498,80.3567497354173,15.6915602775885,-1.42318343870028,0.0939593915127455,0.567673115492061,0.533524368423682,0.236920843345943
"256","A","1","umc67a",494.99,0.383014663020169,0.535994239346647,0.259005584702393,0.610804155846331,0.612568877496761,0.736177192353741,5164.04786786366,-363.977986372,106.564247734366,324.944073962023,319.503170434565,80.3623656593416,15.6914709718247,-1.42326858672879,0.0940694022651163,0.567715031702557,0.533556372993635,0.236964398577417
"257","A","1","IDP386",498.15,0.266486784463067,0.605698263154495,0.00118134380815272,0.97258156171443,0.266681744934859,0.87516672101881,5190.21404526543,-362.186982169212,90.3098058460463,322.535746084658,314.346820322067,81.6977036916981,15.767053520163,-1.35442375992577,0.00622547542873349,0.57411937354023,0.542461505853323,0.2356139702979
"258","A","1","gpm229",498.41,0.161844140353318,0.687464306078892,0.011880300238585,0.913205036345818,0.171612804008508,0.917771892821133,5216.49742405913,-356.413019834084,69.0825529544481,322.391701346582,315.060652140072,80.2604319796021,15.756003450412,-1.36097455445106,0.0188886679111145,0.566174822443285,0.536325218330805,0.230518017799195
"259","A","1","gpm4",498.42,0.161841745046493,0.687466496767179,0.0118808843284666,0.913202911189576,0.171611015612224,0.917772713491421,5216.49807294565,-356.41284251408,69.082010693414,322.391705135152,315.060677184352,80.2603982236368,15.7560030546928,-1.36097479978689,0.0188891203972035,0.566172762092574,0.536323278463138,0.230517145032294
"260","A","1","umc1972",501.7,0.223045492681526,0.63672913946049,0.0221211079269344,0.881765374724379,0.240162301350254,0.886848465445232,5195.80645920561,-355.512987697462,82.171774731348,323.695120706625,315.101605057419,81.2723790436228,15.7464299322913,-1.36317965366111,0.026105255825742,0.591773470570324,0.553179820356067,0.242100979517582
"261","A","1","IDP741",503.17,0.806626061709041,0.36911964042252,0.0522586617541044,0.819178631486818,0.895351496377348,0.639111883623584,5100.89585036537,-365.327054276716,158.423563102727,322.078951957389,312.45356389747,82.0299899832721,15.8135942755748,-1.34496653178401,-0.0382362056957961,0.580146434828114,0.549149501215512,0.236580353225802
"262","A","1","IDP4037",504.06,0.74996283245401,0.38648799849071,0.0511741332002897,0.821032645579587,0.835624356836231,0.658485894673255,5108.11970150052,-364.013360572098,152.750448089692,322.137472547826,312.463988514542,82.0464994267886,15.8132112466177,-1.34445791517646,-0.037826558790605,0.573859607482338,0.542820919481003,0.234027977271489
"263","A","1","IDP4052",505.7,0.0726161048174035,0.787565135690907,0.737007399488404,0.390621204377899,0.801952452881259,0.669665981192657,5236.88628517613,-335.853228920928,43.4037805198948,317.794731771267,317.511292721014,75.3110483849301,15.6396382068861,-1.4236155902987,0.143523412335074,0.531697041800551,0.521008197519107,0.21806295048414
"264","A","1","umc1812",506.6,0.0519039112577773,0.81978283545081,0.752864774843009,0.38557073908167,0.802540098762702,0.669469246868706,5243.60925257085,-333.176671624573,36.4419471585698,317.630179878246,317.519795486226,74.8042532746094,15.6392647424225,-1.42372104725694,0.144391999668749,0.530487411865178,0.520680781027233,0.216656847498035
"265","A","1","IDP1703",509.1,0.150321525055899,0.69822828664856,1.9267653680532,0.165112764742209,2.07093855156865,0.355059720894246,5205.71150254331,-318.338696670583,59.7669587239134,313.577649523222,317.007529994043,72.0726738645745,15.5874063891572,-1.47528714739464,0.22559858005005,0.514619192711455,0.520871707504887,0.209836767186098
"266","A","1","myb6",513.1,0.304306293567498,0.58119527137711,1.82448735506231,0.176780061748489,2.11467110526181,0.347380154488731,5193.51836115842,-335.240328322254,85.3512223645873,309.931363248332,314.431090270873,72.3104251989498,15.5929718864347,-1.45967136814045,0.21622118773303,0.495623596099872,0.509445340307972,0.203989563925636
"267","A","1","umc1590",515.4,0.304038122871992,0.581361885371429,1.82537761184811,0.176674496028337,2.11536939247519,0.347258890099276,5193.56141446001,-335.202931025569,85.2957782365974,309.92755569376,314.428995637879,72.2953755405726,15.5929580079802,-1.45965510518594,0.216243713870749,0.495859849902546,0.50970170707106,0.204058029198809
"268","A","1","AY109499",516.1,0.301684591763274,0.582828255411273,1.83434227929037,0.175615516969781,2.12078810358491,0.346319315691734,5193.69312806255,-334.898420561057,85.0127133067175,309.929905883036,314.429338375696,72.3363203501011,15.5925751752207,-1.4598517862301,0.216796172061847,0.498078920553555,0.511930706958286,0.20506419486348
"269","A","1","AY110566",517.3,0.528729555689943,0.467141470852013,1.69428519920583,0.193037047514319,2.22595346412637,0.328579411001414,5170.11508788004,-344.740083954183,114.49993044626,308.017087454294,313.126173421118,73.5407135965692,15.5975107555412,-1.45339772601276,0.210735445510794,0.488635633582837,0.506414860534159,0.204679083501159
"270","A","1","bnl5.59a",518.8,0.516682412339213,0.472260311666542,1.37296387923375,0.241303300322861,1.85941917895648,0.394668309560092,5165.96906740106,-339.545218589095,112.632483231305,311.3429938586,315.04412648009,73.182726438153,15.6142133792587,-1.44231872674315,0.187430063598579,0.498379329700976,0.509154232555058,0.205275060543143
"271","A","1","IDP846",520.8,0.774901773328311,0.378704908117677,0.880276794187299,0.348125878938434,1.61590754766689,0.445769278393603,5159.35527788694,-372.130056378379,138.475712438311,308.504407726203,313.475132302326,73.4090823435722,15.6404444561329,-1.42506786570657,0.150427410353864,0.509035084254171,0.52937808596347,0.213231286963432
"272","A","1","php20654",521.7,0.774997236467194,0.378675543055357,0.879625863682562,0.34830417279334,1.61537781026311,0.445887364361662,5159.35571841795,-372.152212200693,138.483375219609,308.505111298647,313.475638491352,73.408606493259,15.640480091577,-1.42504368199089,0.15037640762659,0.508641917046116,0.528969797012224,0.21306085547262
"273","A","1","AY110296",522.3,0.77330665161496,0.379196053066834,0.88327536653895,0.347306149582645,1.6176618864431,0.445378434671572,5159.48477701757,-371.939415994336,138.252982807603,308.497576226731,313.472168773648,73.3672072443225,15.6402639054847,-1.42518110759399,0.15067304359405,0.508150634507489,0.528474475496731,0.212779546803266
"274","A","1","asg58",524.1,0.678366615842266,0.410149742079122,1.12361913279795,0.289140493581428,1.76935825192933,0.412846623790097,5163.85086413009,-361.052935342269,128.726644814476,308.265411048763,313.313914139955,72.9611831766744,15.6265181978871,-1.43330206942336,0.169376748642808,0.496973919971766,0.516509857887661,0.207246792571862
"275","A","1","umc1811",524.8,0.68932231787342,0.406394981198619,1.1232405210137,0.289221754463833,1.77667501075354,0.411339033551246,5162.94263358442,-361.703980647697,129.91441767182,308.267678566663,313.314975990541,73.0431195704767,15.6263729272219,-1.43358312098824,0.169502838036622,0.500702830302002,0.520342920494138,0.208980343553701
"276","A","1","bnlg2057",526,0.689295091413168,0.406404249771791,1.12333466717432,0.28920154529758,1.77678029500593,0.411317380359872,5162.94167038994,-361.701566219344,129.912237863598,308.266984608014,313.314502986632,73.0433628809647,15.6263628378063,-1.43358762121814,0.169512868641387,0.500787021604301,0.520431000411444,0.209016584246468
"277","A","1","umc2234",527.4,0.687903146114537,0.40687851544704,1.15276067169015,0.2829719892095,1.80954902856071,0.404633113806106,5162.7165495739,-360.882769454681,129.80598556617,308.244535223653,313.288064534529,73.0600281381945,15.6248608633516,-1.43444275345259,0.17153238692701,0.49749128448316,0.516886492832897,0.207707783748676
"278","A","1","mbd119",527.67,0.708555615595976,0.399923729900365,1.19652785134323,0.274016754924714,1.87903867744843,0.390815640163855,5160.54539964537,-360.856876353354,132.069784737962,308.213636310959,313.242057423937,73.2400635781567,15.6223558813185,-1.43610553462928,0.174763701806889,0.494992090613378,0.514005944793198,0.207093204590776
"279","A","1","bnlg1598",531.2,0.127341673569102,0.721204363756825,2.67429211560003,0.101980662574139,2.78521449462663,0.248426749551991,5234.65720098195,-346.864361481537,55.3101730002663,306.490898774544,311.096883459106,72.4728759033438,15.5175470394968,-1.47970981625353,0.269646192642429,0.492366011781883,0.500234652875177,0.205667188792114
"280","A","1","umc1123",533.5,0.242616157368491,0.622322940553348,2.77424230751474,0.0957919775147863,3.00654460760135,0.222401203811098,5217.79167241202,-358.883460558743,76.858133296837,306.084824016833,310.862477117752,72.9367049904015,15.5007905499618,-1.49524626678323,0.290065119700234,0.503710135295044,0.510957472053453,0.212330249272944
"281","A","1","AY104360",539.7,0.978951390135491,0.322457828226018,2.41845310439473,0.119913290289383,3.25987648024775,0.195941675086809,5187.71346100806,-427.046961733058,154.078796449679,299.767418089435,306.818797640791,72.5606848559623,15.5333000493671,-1.46931212095388,0.25177729312658,0.48913895483084,0.51469064470479,0.20934661619652
"282","A","1","mmp156",542.6,1.13052889861822,0.287662551984719,2.9831484915561,0.0841354590677267,3.96267587174846,0.137884633047039,5182.7900914583,-426.225726677132,164.119686881121,298.739096466878,305.521831710341,71.8954303633867,15.5129587478822,-1.47641008305621,0.27674360047527,0.488167297480953,0.51267792127921,0.206578995572876
"283","A","1","bnlg1057",546.7,1.43056139580653,0.231672840251711,3.83746075133041,0.0501193705937878,5.03106094007167,0.0808200282301055,5062.96998100789,-347.418571895017,183.02723728608,272.231446568002,277.310105563929,71.2597924795006,15.2032532479812,-1.23924216729433,0.328994431422294,0.488658928057273,0.488561482698946,0.202393186484586
"284","A","1","umc1396",546.8,1.43054134155611,0.231676111582704,3.8374738789409,0.0501189781495437,5.03106566114483,0.0808198374516979,5062.97058518014,-347.416138816971,183.024959377162,272.231167437165,277.309829781463,71.2594144048161,15.2032505739028,-1.23923911177012,0.328994421319205,0.488658762084538,0.488561412213697,0.202392258677519
"285","A","1","nact15",547.22,1.43055972335636,0.231673113066462,3.8372711318009,0.0501250395499115,5.03089373122049,0.0808267854246037,5062.97275204668,-347.424782824683,183.028789296983,272.233184781995,277.311792734613,71.2604449718653,15.2032727323847,-1.23925463431741,0.328988065160556,0.488660613023992,0.488563654709231,0.202395482697805
"286","A","1","umc2235",548.4,1.43057121956982,0.231671237779775,3.83878383365185,0.0500798339431023,5.03199053944633,0.0807824718350309,5062.94976739891,-347.40677734204,183.042913669778,272.226944462568,277.305877456765,71.2655227612527,15.2031645128289,-1.23926109790303,0.329076834174326,0.488188365925583,0.488086306124161,0.202214041663
"287","A","1","umc1748",552,1.77075353451568,0.183288850699931,3.45323250871672,0.063128195066245,4.89484565685637,0.0865162666966136,5047.00611835248,-368.80296366509,205.998840203028,273.929452260211,278.946794836362,71.9709977909583,15.2247222953785,-1.25109731266841,0.315045008796431,0.493273796744962,0.492531502920131,0.206633060765876
"288","A","1","umc1919a",554.2,1.75426496731349,0.185341463695853,2.60897618553743,0.106260344454634,4.06632657193711,0.1309207257414,5059.65729824471,-392.162171781435,207.13631230599,282.58176802859,285.516768502181,72.6648589150396,15.2834660471231,-1.2652898747522,0.277585644278038,0.517667856480004,0.506924555885639,0.215103457949969
"289","A","1","bnlg1615",556,1.18206519700911,0.276935963211176,1.72603477017218,0.188918087217309,2.75388352629409,0.252349117545913,5077.18475590649,-362.73902624183,173.639988325904,295.440926619604,294.221489338262,74.3716932289721,15.3638763592477,-1.27114409830362,0.229001282902103,0.535322820867449,0.506715332178144,0.21830600514844
"290","A","1","csu805",556.9,1.14334694820281,0.284946209793494,2.07591102249902,0.149640567547438,3.06651308559128,0.21583165659131,5081.65481897507,-356.49486782261,168.949529118273,292.986167061758,292.266537070997,73.6048057661896,15.3284699287559,-1.26099407222676,0.249594199429301,0.541453378122002,0.513425280698037,0.219560893065215
"291","A","1","gpm688",557.88,1.14323615773881,0.284969548207714,2.07638186378989,0.149594401132948,3.06687672285081,0.215792417942515,5081.6665817429,-356.482107426384,168.936240234565,292.982458393385,292.26393125232,73.6026343799172,15.3284261993015,-1.26097961575631,0.249620008550266,0.541633689564517,0.513599375114776,0.219631044629552
"292","A","1","gpm894",557.89,1.14323587163775,0.28496960847908,2.07637607104097,0.149594969019386,3.06687070512096,0.21579306723373,5081.66648067207,-356.482147558209,168.9363201196,292.982510189818,292.263961611426,73.6026782417881,15.3284266137082,-1.26097967994942,0.249619759736619,0.541632967904572,0.513598607295399,0.21963081526187
"293","A","1","gpm169",558.46,1.17950199108974,0.277457403582501,1.71101259687855,0.190854043929323,2.73784957051578,0.254380326039287,5077.0757046942,-362.939337395173,173.744159819843,295.585073145442,294.315311302129,74.4983517002455,15.3655135706927,-1.27152928616182,0.228051209760275,0.535352342768084,0.506585145944829,0.218487221010581
"294","A","1","AY111153",559.41,1.40786311405414,0.235411452579153,1.37976786106351,0.240140692990323,2.60972486228348,0.271209842507751,5035.84325628908,-350.079249368536,192.197601863669,302.002038330227,298.117623631365,75.3384993866298,15.3995610003291,-1.28274370301724,0.207009975578011,0.548751933998583,0.508074109872522,0.222113560128161
"295","A","1","gpm906a",559.45,1.410329249918,0.235001743577661,1.37871199257233,0.24032066371319,2.61129199962923,0.270997414208336,5035.62766515508,-350.075399235068,192.381004263956,302.008531109445,298.120349955918,75.3442128473125,15.3996650658233,-1.28271927175575,0.206940921519634,0.54916054075548,0.508452811777745,0.222277792164217
"296","A","1","gpm906b",561,1.51680364404155,0.218103838721695,1.37141703485487,0.241568566674291,2.69762895828219,0.259547777630239,5028.34359355357,-349.038408790467,198.566425316421,302.065322138938,298.252781255478,74.9559253776733,15.4029559678835,-1.28227488138635,0.205120696781597,0.548232400500688,0.508645957749463,0.220845130733702
"297","A","1","IDP168",562.02,1.58480910967284,0.208069337769323,1.34236072617557,0.246618078118061,2.71723192752084,0.257016250707673,5024.71978936493,-348.474959204376,201.789570063563,302.292850145433,298.562138876545,74.4733751660729,15.4100104422511,-1.28297112835312,0.2011032825988,0.553227885397725,0.514352887269782,0.221799463857407
"298","A","1","umc2151",562.31,1.45531630475031,0.227676818395408,1.35635953560344,0.244169403599398,2.63005668850251,0.268466713643408,5046.30903911568,-355.145420977296,194.066899612212,303.571140431701,299.941284377305,74.7884848835319,15.4208976238683,-1.29124494181662,0.201933882808162,0.546604987806148,0.509369095489491,0.21959595409243
"299","A","1","IDP2465",568.93,1.40456535859036,0.235960673941913,1.22345744297612,0.268683193151489,2.51878568503879,0.283826301457586,5052.61998803337,-357.863734648431,191.928251256984,304.800142599885,300.923895132818,75.3702398915751,15.4378328268361,-1.29594388844582,0.194129233127588,0.542774479162864,0.505751813674314,0.218794083742776
"300","A","1","ntf1",569.21,1.80397434323882,0.179232757824561,0.746871813736565,0.387468443902627,2.43222315909949,0.296380380750846,5030.54030337334,-366.190870649208,218.530886811004,309.99859687229,305.518972941744,75.5435741246103,15.5288297890642,-1.32372480920143,0.147324122972927,0.555550785359315,0.521361893318672,0.222638967218158
